,TractCode,NAME_2015,Workers - Commute Method_2015,Work From Home_2015,Proportion Work From Home_2015,Workers - Commute Length_2015,Median Commute Length_2015,NAME_2017,Workers - Commute Method_2017,Work From Home_2017,Proportion Work From Home_2017,Workers - Commute Length_2017,Median Commute Length_2017,NAME_2019,Workers - Commute Method_2019,Work From Home_2019,Proportion Work From Home_2019,Workers - Commute Length_2019,Median Commute Length_2019
1136,47157021137,"Census Tract 211.37, Shelby County, Tennessee",3930,198,5.04,3732,27.07,"Census Tract 211.37, Shelby County, Tennessee",3968,154,3.88,3814,28.63,"Census Tract 211.37, Shelby County, Tennessee",4282,67,1.56,4215,30.2
1137,47157021530,"Census Tract 215.30, Shelby County, Tennessee",2549,148,5.81,2401,28.3,"Census Tract 215.30, Shelby County, Tennessee",2449,100,4.08,2349,30.06,"Census Tract 215.30, Shelby County, Tennessee",2543,144,5.66,2399,29.97
1138,47157021611,"Census Tract 216.11, Shelby County, Tennessee",3453,52,1.51,3401,30.02,"Census Tract 216.11, Shelby County, Tennessee",3515,219,6.23,3296,28.78,"Census Tract 216.11, Shelby County, Tennessee",3519,209,5.94,3310,27.59
1139,47177930100,"Census Tract 9301, Warren County, Tennessee",1590,9,0.57,1581,29.38,"Census Tract 9301, Warren County, Tennessee",1657,35,2.11,1622,29.1,"Census Tract 9301, Warren County, Tennessee",1730,47,2.72,1683,31.68
1140,47177930300,"Census Tract 9303, Warren County, Tennessee",1184,73,6.17,1111,41.0,"Census Tract 9303, Warren County, Tennessee",1091,49,4.49,1042,42.97,"Census Tract 9303, Warren County, Tennessee",1109,81,7.3,1028,41.41
1141,47177930500,"Census Tract 9305, Warren County, Tennessee",1680,95,5.65,1585,25.92,"Census Tract 9305, Warren County, Tennessee",1812,100,5.52,1712,27.75,"Census Tract 9305, Warren County, Tennessee",1718,27,1.57,1691,28.53
1142,47177930800,"Census Tract 9308, Warren County, Tennessee",2327,84,3.61,2243,32.16,"Census Tract 9308, Warren County, Tennessee",2312,78,3.37,2234,32.54,"Census Tract 9308, Warren County, Tennessee",2454,40,1.63,2414,28.53
1143,47177930200,"Census Tract 9302, Warren County, Tennessee",2595,55,2.12,2540,34.63,"Census Tract 9302, Warren County, Tennessee",2738,78,2.85,2660,33.97,"Census Tract 9302, Warren County, Tennessee",3055,60,1.96,2995,31.76
1144,47177930400,"Census Tract 9304, Warren County, Tennessee",2605,0,0.0,2605,22.22,"Census Tract 9304, Warren County, Tennessee",2746,82,2.99,2664,26.62,"Census Tract 9304, Warren County, Tennessee",2438,95,3.9,2343,31.31
1145,47177930900,"Census Tract 9309, Warren County, Tennessee",544,36,6.62,508,36.49,"Census Tract 9309, Warren County, Tennessee",631,52,8.24,579,32.87,"Census Tract 9309, Warren County, Tennessee",702,24,3.42,678,32.25
1146,47177930700,"Census Tract 9307, Warren County, Tennessee",2245,118,5.26,2127,23.56,"Census Tract 9307, Warren County, Tennessee",2320,87,3.75,2233,24.18,"Census Tract 9307, Warren County, Tennessee",2206,67,3.04,2139,22.42
1147,47177930600,"Census Tract 9306, Warren County, Tennessee",1341,58,4.33,1283,30.94,"Census Tract 9306, Warren County, Tennessee",1560,58,3.72,1502,29.46,"Census Tract 9306, Warren County, Tennessee",1525,73,4.79,1452,29.35
1148,47155080700,"Census Tract 807, Sevier County, Tennessee",3467,227,6.55,3240,34.99,"Census Tract 807.00, Sevier County, Tennessee",3389,254,7.49,3135,32.96,"Census Tract 807.00, Sevier County, Tennessee",3573,244,6.83,3329,31.68
1149,47079969600,"Census Tract 9696, Henry County, Tennessee",3138,134,4.27,3004,24.37,"Census Tract 9696, Henry County, Tennessee",3240,128,3.95,3112,24.35,"Census Tract 9696, Henry County, Tennessee",3384,30,0.89,3354,24.2
1150,47131965400,"Census Tract 9654, Obion County, Tennessee",1830,6,0.33,1824,23.06,"Census Tract 9654, Obion County, Tennessee",1736,28,1.61,1708,24.04,"Census Tract 9654, Obion County, Tennessee",1867,47,2.52,1820,22.83
1151,47157004300,"Census Tract 43, Shelby County, Tennessee",1009,54,5.35,955,22.48,"Census Tract 43, Shelby County, Tennessee",1305,54,4.14,1251,25.43,"Census Tract 43, Shelby County, Tennessee",1997,163,8.16,1834,26.2
1152,47131965800,"Census Tract 9658, Obion County, Tennessee",829,51,6.15,778,26.47,"Census Tract 9658, Obion County, Tennessee",809,78,9.64,731,21.1,"Census Tract 9658, Obion County, Tennessee",804,58,7.21,746,19.27
1153,47131965300,"Census Tract 9653, Obion County, Tennessee",1471,61,4.15,1410,32.72,"Census Tract 9653, Obion County, Tennessee",1656,30,1.81,1626,33.74,"Census Tract 9653, Obion County, Tennessee",1639,33,2.01,1606,34.98
1154,47131965700,"Census Tract 9657, Obion County, Tennessee",1916,52,2.71,1864,17.87,"Census Tract 9657, Obion County, Tennessee",1912,64,3.35,1848,19.79,"Census Tract 9657, Obion County, Tennessee",1812,13,0.72,1799,20.62
1155,47131965600,"Census Tract 9656, Obion County, Tennessee",1296,13,1.0,1283,21.24,"Census Tract 9656, Obion County, Tennessee",1264,0,0.0,1264,22.39,"Census Tract 9656, Obion County, Tennessee",1380,41,2.97,1339,22.45
1156,47131965200,"Census Tract 9652, Obion County, Tennessee",995,37,3.72,958,26.57,"Census Tract 9652, Obion County, Tennessee",859,33,3.84,826,24.38,"Census Tract 9652, Obion County, Tennessee",894,27,3.02,867,22.81
1157,47131965900,"Census Tract 9659, Obion County, Tennessee",439,25,5.69,414,24.63,"Census Tract 9659, Obion County, Tennessee",500,32,6.4,468,31.4,"Census Tract 9659, Obion County, Tennessee",536,16,2.99,520,32.12
1158,47131965000,"Census Tract 9650, Obion County, Tennessee",1860,37,1.99,1823,23.09,"Census Tract 9650, Obion County, Tennessee",1734,45,2.6,1689,25.89,"Census Tract 9650, Obion County, Tennessee",1783,54,3.03,1729,25.43
1159,47131965100,"Census Tract 9651, Obion County, Tennessee",978,9,0.92,969,24.98,"Census Tract 9651, Obion County, Tennessee",912,20,2.19,892,24.67,"Census Tract 9651, Obion County, Tennessee",905,43,4.75,862,18.0
1160,47131965500,"Census Tract 9655, Obion County, Tennessee",794,9,1.13,785,24.09,"Census Tract 9655, Obion County, Tennessee",925,10,1.08,915,27.24,"Census Tract 9655, Obion County, Tennessee",995,0,0.0,995,23.86
1161,47019070200,"Census Tract 702, Carter County, Tennessee",1921,77,4.01,1844,20.47,"Census Tract 702, Carter County, Tennessee",1695,80,4.72,1615,20.06,"Census Tract 702, Carter County, Tennessee",1738,125,7.19,1613,21.12
1162,47065011700,"Census Tract 117, Hamilton County, Tennessee",2148,215,10.01,1933,20.43,"Census Tract 117, Hamilton County, Tennessee",2425,203,8.37,2222,20.74,"Census Tract 117, Hamilton County, Tennessee",2266,73,3.22,2193,20.48
1163,47157009901,"Census Tract 99.01, Shelby County, Tennessee",1266,94,7.42,1172,27.91,"Census Tract 99.01, Shelby County, Tennessee",1214,22,1.81,1192,29.21,"Census Tract 99.01, Shelby County, Tennessee",1172,25,2.13,1147,28.02
1164,47157020644,"Census Tract 206.44, Shelby County, Tennessee",4815,28,0.58,4787,28.7,"Census Tract 206.44, Shelby County, Tennessee",5100,143,2.8,4957,30.23,"Census Tract 206.44, Shelby County, Tennessee",5184,194,3.74,4990,30.63
1165,47157020643,"Census Tract 206.43, Shelby County, Tennessee",3958,83,2.1,3875,29.72,"Census Tract 206.43, Shelby County, Tennessee",4165,130,3.12,4035,30.45,"Census Tract 206.43, Shelby County, Tennessee",4420,109,2.47,4311,28.29
1166,47157021334,"Census Tract 213.34, Shelby County, Tennessee",2035,54,2.65,1981,23.44,"Census Tract 213.34, Shelby County, Tennessee",2098,16,0.76,2082,23.98,"Census Tract 213.34, Shelby County, Tennessee",2261,42,1.86,2219,22.75
1167,47157021333,"Census Tract 213.33, Shelby County, Tennessee",2137,73,3.42,2064,24.09,"Census Tract 213.33, Shelby County, Tennessee",2395,126,5.26,2269,22.81,"Census Tract 213.33, Shelby County, Tennessee",2635,93,3.53,2542,25.47
1168,47157021139,"Census Tract 211.39, Shelby County, Tennessee",2113,92,4.35,2021,31.64,"Census Tract 211.39, Shelby County, Tennessee",2082,95,4.56,1987,32.32,"Census Tract 211.39, Shelby County, Tennessee",2227,168,7.54,2059,30.61
1169,47157022500,"Census Tract 225, Shelby County, Tennessee",2062,0,0.0,2062,27.5,"Census Tract 225, Shelby County, Tennessee",1885,25,1.33,1860,27.18,"Census Tract 225, Shelby County, Tennessee",1969,31,1.57,1938,24.76
1170,47157020531,"Census Tract 205.31, Shelby County, Tennessee",2602,62,2.38,2540,28.66,"Census Tract 205.31, Shelby County, Tennessee",2898,29,1.0,2869,29.16,"Census Tract 205.31, Shelby County, Tennessee",2347,28,1.19,2319,28.34
1171,47157020532,"Census Tract 205.32, Shelby County, Tennessee",2243,43,1.92,2200,27.04,"Census Tract 205.32, Shelby County, Tennessee",2896,62,2.14,2834,27.16,"Census Tract 205.32, Shelby County, Tennessee",3221,38,1.18,3183,28.31
1172,47157020832,"Census Tract 208.32, Shelby County, Tennessee",4788,312,6.52,4476,30.31,"Census Tract 208.32, Shelby County, Tennessee",4589,338,7.37,4251,30.36,"Census Tract 208.32, Shelby County, Tennessee",4364,172,3.94,4192,29.1
1173,47157021142,"Census Tract 211.42, Shelby County, Tennessee",2339,41,1.75,2298,29.5,"Census Tract 211.42, Shelby County, Tennessee",2416,47,1.95,2369,28.62,"Census Tract 211.42, Shelby County, Tennessee",2504,34,1.36,2470,29.74
1174,47157011700,"Census Tract 117, Shelby County, Tennessee",395,0,0.0,395,26.42,"Census Tract 117, Shelby County, Tennessee",338,0,0.0,338,24.52,"Census Tract 117, Shelby County, Tennessee",286,18,6.29,268,26.59
1175,47119010202,"Census Tract 102.02, Maury County, Tennessee",4716,281,5.96,4435,42.54,"Census Tract 102.02, Maury County, Tennessee",5227,223,4.27,5004,36.75,"Census Tract 102.02, Maury County, Tennessee",5632,288,5.11,5344,37.44
1176,47119010301,"Census Tract 103.01, Maury County, Tennessee",3575,191,5.34,3384,43.28,"Census Tract 103.01, Maury County, Tennessee",3110,156,5.02,2954,38.0,"Census Tract 103.01, Maury County, Tennessee",3842,220,5.73,3622,36.89
1177,47119011101,"Census Tract 111.01, Maury County, Tennessee",2144,48,2.24,2096,36.71,"Census Tract 111.01, Maury County, Tennessee",2128,86,4.04,2042,32.61,"Census Tract 111.01, Maury County, Tennessee",2315,185,7.99,2130,32.16
1178,47119011001,"Census Tract 110.01, Maury County, Tennessee",1240,27,2.18,1213,28.48,"Census Tract 110.01, Maury County, Tennessee",1389,17,1.22,1372,33.94,"Census Tract 110.01, Maury County, Tennessee",1445,26,1.8,1419,35.48
1179,47035970603,"Census Tract 9706.03, Cumberland County, Tennessee",978,42,4.29,936,25.91,"Census Tract 9706.03, Cumberland County, Tennessee",799,38,4.76,761,25.41,"Census Tract 9706.03, Cumberland County, Tennessee",775,23,2.97,752,28.97
1180,47035970702,"Census Tract 9707.02, Cumberland County, Tennessee",1298,0,0.0,1298,26.93,"Census Tract 9707.02, Cumberland County, Tennessee",1528,61,3.99,1467,33.45,"Census Tract 9707.02, Cumberland County, Tennessee",1752,69,3.94,1683,36.18
1181,47035970502,"Census Tract 9705.02, Cumberland County, Tennessee",1293,25,1.93,1268,18.54,"Census Tract 9705.02, Cumberland County, Tennessee",1424,26,1.83,1398,20.02,"Census Tract 9705.02, Cumberland County, Tennessee",1656,21,1.27,1635,21.77
1182,47035970101,"Census Tract 9701.01, Cumberland County, Tennessee",587,63,10.73,524,32.03,"Census Tract 9701.01, Cumberland County, Tennessee",630,63,10.0,567,25.7,"Census Tract 9701.01, Cumberland County, Tennessee",679,134,19.73,545,28.45
1183,47035970102,"Census Tract 9701.02, Cumberland County, Tennessee",1701,37,2.18,1664,22.64,"Census Tract 9701.02, Cumberland County, Tennessee",1514,65,4.29,1449,23.83,"Census Tract 9701.02, Cumberland County, Tennessee",1690,95,5.62,1595,24.54
1184,47035970602,"Census Tract 9706.02, Cumberland County, Tennessee",1311,31,2.36,1280,26.08,"Census Tract 9706.02, Cumberland County, Tennessee",1450,46,3.17,1404,27.86,"Census Tract 9706.02, Cumberland County, Tennessee",1593,20,1.26,1573,28.62
1185,47035970601,"Census Tract 9706.01, Cumberland County, Tennessee",1973,69,3.5,1904,27.32,"Census Tract 9706.01, Cumberland County, Tennessee",1962,50,2.55,1912,23.15,"Census Tract 9706.01, Cumberland County, Tennessee",2118,43,2.03,2075,23.19
1186,47035970301,"Census Tract 9703.01, Cumberland County, Tennessee",1285,88,6.85,1197,26.92,"Census Tract 9703.01, Cumberland County, Tennessee",1143,66,5.77,1077,28.83,"Census Tract 9703.01, Cumberland County, Tennessee",1142,28,2.45,1114,34.89
1187,47035970302,"Census Tract 9703.02, Cumberland County, Tennessee",1463,10,0.68,1453,30.83,"Census Tract 9703.02, Cumberland County, Tennessee",1462,18,1.23,1444,32.39,"Census Tract 9703.02, Cumberland County, Tennessee",1481,128,8.64,1353,28.94
1188,47035970701,"Census Tract 9707.01, Cumberland County, Tennessee",764,5,0.65,759,35.86,"Census Tract 9707.01, Cumberland County, Tennessee",863,8,0.93,855,26.29,"Census Tract 9707.01, Cumberland County, Tennessee",856,30,3.5,826,29.62
1189,47035970501,"Census Tract 9705.01, Cumberland County, Tennessee",1106,67,6.06,1039,23.07,"Census Tract 9705.01, Cumberland County, Tennessee",1064,20,1.88,1044,24.06,"Census Tract 9705.01, Cumberland County, Tennessee",933,12,1.29,921,25.87
1190,47153060102,"Census Tract 601.02, Sequatchie County, Tennessee",766,40,5.22,726,48.36,"Census Tract 601.02, Sequatchie County, Tennessee",788,45,5.71,743,48.97,"Census Tract 601.02, Sequatchie County, Tennessee",800,29,3.62,771,48.17
1191,47153060101,"Census Tract 601.01, Sequatchie County, Tennessee",3046,14,0.46,3032,37.4,"Census Tract 601.01, Sequatchie County, Tennessee",3102,57,1.84,3045,36.66,"Census Tract 601.01, Sequatchie County, Tennessee",3312,115,3.47,3197,39.05
1192,47145980100,"Census Tract 9801, Roane County, Tennessee",0,0,,0,0.0,"Census Tract 9801, Roane County, Tennessee",0,0,,0,0.0,"Census Tract 9801, Roane County, Tennessee",0,0,,0,0.0
1193,47057500402,"Census Tract 5004.02, Grainger County, Tennessee",1727,136,7.87,1591,35.1,"Census Tract 5004.02, Grainger County, Tennessee",1828,172,9.41,1656,38.29,"Census Tract 5004.02, Grainger County, Tennessee",1869,142,7.6,1727,38.28
1194,47057500401,"Census Tract 5004.01, Grainger County, Tennessee",1023,12,1.17,1011,34.89,"Census Tract 5004.01, Grainger County, Tennessee",1021,0,0.0,1021,34.96,"Census Tract 5004.01, Grainger County, Tennessee",844,0,0.0,844,31.65
1195,47093000902,"Census Tract 9.02, Knox County, Tennessee",1033,129,12.49,904,16.85,"Census Tract 9.02, Knox County, Tennessee",1161,185,15.93,976,18.58,"Census Tract 9.02, Knox County, Tennessee",1018,236,23.18,782,18.87
1196,47093004607,"Census Tract 46.07, Knox County, Tennessee",3191,186,5.83,3005,24.64,"Census Tract 46.07, Knox County, Tennessee",3151,160,5.08,2991,26.22,"Census Tract 46.07, Knox County, Tennessee",3272,173,5.29,3099,28.43
1197,47093004615,"Census Tract 46.15, Knox County, Tennessee",1820,20,1.1,1800,26.75,"Census Tract 46.15, Knox County, Tennessee",1917,14,0.73,1903,23.56,"Census Tract 46.15, Knox County, Tennessee",2077,57,2.74,2020,23.54
1198,47093003901,"Census Tract 39.01, Knox County, Tennessee",2418,10,0.41,2408,22.0,"Census Tract 39.01, Knox County, Tennessee",2377,80,3.37,2297,23.42,"Census Tract 39.01, Knox County, Tennessee",2095,129,6.16,1966,24.93
1199,47093005302,"Census Tract 53.02, Knox County, Tennessee",1581,99,6.26,1482,28.32,"Census Tract 53.02, Knox County, Tennessee",1958,199,10.16,1759,31.45,"Census Tract 53.02, Knox County, Tennessee",2054,160,7.79,1894,32.1
1200,47093005502,"Census Tract 55.02, Knox County, Tennessee",1330,75,5.64,1255,25.72,"Census Tract 55.02, Knox County, Tennessee",1497,70,4.68,1427,27.83,"Census Tract 55.02, Knox County, Tennessee",1581,103,6.51,1478,26.23
1201,47093005603,"Census Tract 56.03, Knox County, Tennessee",1932,119,6.16,1813,28.63,"Census Tract 56.03, Knox County, Tennessee",2006,52,2.59,1954,31.06,"Census Tract 56.03, Knox County, Tennessee",1994,70,3.51,1924,29.19
1202,47093004404,"Census Tract 44.04, Knox County, Tennessee",1966,63,3.2,1903,23.86,"Census Tract 44.04, Knox County, Tennessee",1792,108,6.03,1684,21.94,"Census Tract 44.04, Knox County, Tennessee",2127,126,5.92,2001,22.39
1203,47093005301,"Census Tract 53.01, Knox County, Tennessee",1922,142,7.39,1780,27.99,"Census Tract 53.01, Knox County, Tennessee",1993,165,8.28,1828,29.69,"Census Tract 53.01, Knox County, Tennessee",2047,145,7.08,1902,29.98
1204,47093006502,"Census Tract 65.02, Knox County, Tennessee",1278,22,1.72,1256,32.74,"Census Tract 65.02, Knox County, Tennessee",1460,101,6.92,1359,32.98,"Census Tract 65.02, Knox County, Tennessee",1597,73,4.57,1524,31.89
1205,47093004613,"Census Tract 46.13, Knox County, Tennessee",2661,193,7.25,2468,24.41,"Census Tract 46.13, Knox County, Tennessee",2880,166,5.76,2714,23.78,"Census Tract 46.13, Knox County, Tennessee",2894,159,5.49,2735,23.86
1206,47093006002,"Census Tract 60.02, Knox County, Tennessee",2885,76,2.63,2809,24.31,"Census Tract 60.02, Knox County, Tennessee",3134,257,8.2,2877,26.74,"Census Tract 60.02, Knox County, Tennessee",3035,220,7.25,2815,29.45
1207,47093004610,"Census Tract 46.10, Knox County, Tennessee",2825,83,2.94,2742,19.75,"Census Tract 46.10, Knox County, Tennessee",2754,129,4.68,2625,19.66,"Census Tract 46.10, Knox County, Tennessee",3019,105,3.48,2914,21.06
1208,47157020900,"Census Tract 209, Shelby County, Tennessee",4667,188,4.03,4479,35.0,"Census Tract 209, Shelby County, Tennessee",5074,179,3.53,4895,35.06,"Census Tract 209, Shelby County, Tennessee",5019,256,5.1,4763,36.39
1209,47093006401,"Census Tract 64.01, Knox County, Tennessee",2006,25,1.25,1981,32.64,"Census Tract 64.01, Knox County, Tennessee",2035,0,0.0,2035,35.6,"Census Tract 64.01, Knox County, Tennessee",2087,13,0.62,2074,37.44
1210,47093006600,"Census Tract 66, Knox County, Tennessee",1631,74,4.54,1557,23.47,"Census Tract 66, Knox County, Tennessee",1653,112,6.78,1541,25.24,"Census Tract 66, Knox County, Tennessee",1700,167,9.82,1533,26.27
1211,47093006800,"Census Tract 68, Knox County, Tennessee",1558,20,1.28,1538,29.0,"Census Tract 68, Knox County, Tennessee",1700,44,2.59,1656,28.02,"Census Tract 68, Knox County, Tennessee",1770,86,4.86,1684,26.49
1212,47133950302,"Census Tract 9503.02, Overton County, Tennessee",1162,22,1.89,1140,26.32,"Census Tract 9503.02, Overton County, Tennessee",1147,31,2.7,1116,28.81,"Census Tract 9503.02, Overton County, Tennessee",1232,13,1.06,1219,29.26
1213,47133950301,"Census Tract 9503.01, Overton County, Tennessee",1538,72,4.68,1466,28.53,"Census Tract 9503.01, Overton County, Tennessee",1599,95,5.94,1504,29.29,"Census Tract 9503.01, Overton County, Tennessee",1672,82,4.9,1590,28.49
1214,47157021121,"Census Tract 211.21, Shelby County, Tennessee",2901,20,0.69,2881,27.09,"Census Tract 211.21, Shelby County, Tennessee",3030,15,0.5,3015,24.41,"Census Tract 211.21, Shelby County, Tennessee",2970,20,0.67,2950,24.89
1215,47157010300,"Census Tract 103, Shelby County, Tennessee",502,5,1.0,497,34.0,"Census Tract 103, Shelby County, Tennessee",491,5,1.02,486,32.32,"Census Tract 103, Shelby County, Tennessee",407,3,0.74,404,28.6
1216,47157020700,"Census Tract 207, Shelby County, Tennessee",1134,28,2.47,1106,35.02,"Census Tract 207, Shelby County, Tennessee",1031,30,2.91,1001,37.34,"Census Tract 207, Shelby County, Tennessee",983,51,5.19,932,38.28
1217,47157021010,"Census Tract 210.10, Shelby County, Tennessee",9446,257,2.72,9189,34.2,"Census Tract 210.10, Shelby County, Tennessee",9703,258,2.66,9445,35.59,"Census Tract 210.10, Shelby County, Tennessee",10284,256,2.49,10028,37.1
1218,47157021510,"Census Tract 215.10, Shelby County, Tennessee",4293,130,3.03,4163,26.64,"Census Tract 215.10, Shelby County, Tennessee",4532,129,2.85,4403,26.79,"Census Tract 215.10, Shelby County, Tennessee",4811,163,3.39,4648,26.07
1219,47157020621,"Census Tract 206.21, Shelby County, Tennessee",3260,0,0.0,3260,22.14,"Census Tract 206.21, Shelby County, Tennessee",3747,0,0.0,3747,24.56,"Census Tract 206.21, Shelby County, Tennessee",4401,53,1.2,4348,23.95
1220,47157021744,"Census Tract 217.44, Shelby County, Tennessee",3069,80,2.61,2989,30.78,"Census Tract 217.44, Shelby County, Tennessee",3209,96,2.99,3113,28.56,"Census Tract 217.44, Shelby County, Tennessee",3231,69,2.14,3162,27.83
1221,47003950700,"Census Tract 9507, Bedford County, Tennessee",1174,40,3.41,1134,34.54,"Census Tract 9507, Bedford County, Tennessee",1230,42,3.41,1188,32.68,"Census Tract 9507, Bedford County, Tennessee",1294,48,3.71,1246,30.72
1222,47157010500,"Census Tract 105, Shelby County, Tennessee",476,0,0.0,476,25.25,"Census Tract 105, Shelby County, Tennessee",418,8,1.91,410,23.66,"Census Tract 105, Shelby County, Tennessee",510,14,2.75,496,26.25
1223,47157004500,"Census Tract 45, Shelby County, Tennessee",161,9,5.59,152,27.09,"Census Tract 45, Shelby County, Tennessee",252,0,0.0,252,29.12,"Census Tract 45, Shelby County, Tennessee",290,0,0.0,290,25.42
1224,47157980300,"Census Tract 9803, Shelby County, Tennessee",0,0,,0,0.0,"Census Tract 9803, Shelby County, Tennessee",0,0,,0,0.0,"Census Tract 9803, Shelby County, Tennessee",0,0,,0,0.0
1225,47157021724,"Census Tract 217.24, Shelby County, Tennessee",1269,13,1.02,1256,25.07,"Census Tract 217.24, Shelby County, Tennessee",1324,8,0.6,1316,24.55,"Census Tract 217.24, Shelby County, Tennessee",1208,19,1.57,1189,25.01
1226,47157980100,"Census Tract 9801, Shelby County, Tennessee",12,0,0.0,12,44.0,"Census Tract 9801, Shelby County, Tennessee",0,0,,0,0.0,"Census Tract 9801, Shelby County, Tennessee",4,0,0.0,4,14.0
1227,47065011900,"Census Tract 119, Hamilton County, Tennessee",1010,4,0.4,1006,20.85,"Census Tract 119, Hamilton County, Tennessee",911,19,2.09,892,19.86,"Census Tract 119, Hamilton County, Tennessee",725,36,4.97,689,19.73
1228,47003950600,"Census Tract 9506, Bedford County, Tennessee",2942,37,1.26,2905,22.74,"Census Tract 9506, Bedford County, Tennessee",2920,44,1.51,2876,23.64,"Census Tract 9506, Bedford County, Tennessee",3499,190,5.43,3309,24.37
1229,47003950100,"Census Tract 9501, Bedford County, Tennessee",1827,144,7.88,1683,35.76,"Census Tract 9501, Bedford County, Tennessee",1979,186,9.4,1793,34.25,"Census Tract 9501, Bedford County, Tennessee",2054,115,5.6,1939,32.65
1230,47003950300,"Census Tract 9503, Bedford County, Tennessee",1533,82,5.35,1451,36.97,"Census Tract 9503, Bedford County, Tennessee",1591,50,3.14,1541,36.83,"Census Tract 9503, Bedford County, Tennessee",1439,54,3.75,1385,36.59
1231,47003950500,"Census Tract 9505, Bedford County, Tennessee",2519,84,3.33,2435,23.97,"Census Tract 9505, Bedford County, Tennessee",3227,87,2.7,3140,27.43,"Census Tract 9505, Bedford County, Tennessee",2908,0,0.0,2908,28.68
1232,47003950800,"Census Tract 9508, Bedford County, Tennessee",1357,9,0.66,1348,32.86,"Census Tract 9508, Bedford County, Tennessee",1548,37,2.39,1511,29.16,"Census Tract 9508, Bedford County, Tennessee",1612,31,1.92,1581,27.26
1233,47003950200,"Census Tract 9502, Bedford County, Tennessee",3176,138,4.35,3038,39.41,"Census Tract 9502, Bedford County, Tennessee",3331,123,3.69,3208,37.92,"Census Tract 9502, Bedford County, Tennessee",3305,91,2.75,3214,38.35
1234,47065011326,"Census Tract 113.26, Hamilton County, Tennessee",2393,134,5.6,2259,27.35,"Census Tract 113.26, Hamilton County, Tennessee",2878,125,4.34,2753,24.78,"Census Tract 113.26, Hamilton County, Tennessee",3645,79,2.17,3566,24.35
1235,47123925502,"Census Tract 9255.02, Monroe County, Tennessee",1978,45,2.28,1933,44.96,"Census Tract 9255.02, Monroe County, Tennessee",1903,11,0.58,1892,46.0,"Census Tract 9255.02, Monroe County, Tennessee",1937,8,0.41,1929,51.09
1236,47123925501,"Census Tract 9255.01, Monroe County, Tennessee",862,44,5.1,818,40.85,"Census Tract 9255.01, Monroe County, Tennessee",1158,71,6.13,1087,40.71,"Census Tract 9255.01, Monroe County, Tennessee",974,113,11.6,861,45.44
1237,47119010700,"Census Tract 107, Maury County, Tennessee",1690,0,0.0,1690,26.22,"Census Tract 107, Maury County, Tennessee",2014,48,2.38,1966,30.18,"Census Tract 107, Maury County, Tennessee",1955,90,4.6,1865,37.09
1238,47141000303,"Census Tract 3.03, Putnam County, Tennessee",1194,26,2.18,1168,25.82,"Census Tract 3.03, Putnam County, Tennessee",1075,33,3.07,1042,27.83,"Census Tract 3.03, Putnam County, Tennessee",893,6,0.67,887,23.07
1239,47157004200,"Census Tract 42, Shelby County, Tennessee",2157,16,0.74,2141,23.81,"Census Tract 42, Shelby County, Tennessee",2407,64,2.66,2343,23.15,"Census Tract 42, Shelby County, Tennessee",2664,140,5.26,2524,23.63
1240,47157004600,"Census Tract 46, Shelby County, Tennessee",613,13,2.12,600,25.56,"Census Tract 46, Shelby County, Tennessee",592,17,2.87,575,25.13,"Census Tract 46, Shelby County, Tennessee",477,9,1.89,468,23.09
1241,47107970300,"Census Tract 9703, McMinn County, Tennessee",1473,23,1.56,1450,22.73,"Census Tract 9703, McMinn County, Tennessee",1342,18,1.34,1324,24.12,"Census Tract 9703, McMinn County, Tennessee",1321,46,3.48,1275,25.73
1242,47107970500,"Census Tract 9705, McMinn County, Tennessee",1304,19,1.46,1285,31.02,"Census Tract 9705, McMinn County, Tennessee",1290,28,2.17,1262,32.91,"Census Tract 9705, McMinn County, Tennessee",1596,30,1.88,1566,27.91
1243,47107970800,"Census Tract 9708, McMinn County, Tennessee",2654,130,4.9,2524,34.75,"Census Tract 9708, McMinn County, Tennessee",3016,96,3.18,2920,31.8,"Census Tract 9708, McMinn County, Tennessee",2957,202,6.83,2755,30.17
1244,47107970200,"Census Tract 9702, McMinn County, Tennessee",1841,55,2.99,1786,21.87,"Census Tract 9702, McMinn County, Tennessee",1762,26,1.48,1736,26.0,"Census Tract 9702, McMinn County, Tennessee",1893,77,4.07,1816,26.28
1245,47107970700,"Census Tract 9707, McMinn County, Tennessee",1750,104,5.94,1646,32.57,"Census Tract 9707, McMinn County, Tennessee",1596,131,8.21,1465,33.37,"Census Tract 9707, McMinn County, Tennessee",1381,79,5.72,1302,28.56
1246,47107970600,"Census Tract 9706, McMinn County, Tennessee",2484,92,3.7,2392,31.76,"Census Tract 9706, McMinn County, Tennessee",2672,131,4.9,2541,30.13,"Census Tract 9706, McMinn County, Tennessee",2412,88,3.65,2324,29.28
1247,47065010901,"Census Tract 109.01, Hamilton County, Tennessee",1183,71,6.0,1112,18.39,"Census Tract 109.01, Hamilton County, Tennessee",1198,74,6.18,1124,19.05,"Census Tract 109.01, Hamilton County, Tennessee",1238,51,4.12,1187,20.1
1248,47065010902,"Census Tract 109.02, Hamilton County, Tennessee",403,57,14.14,346,26.68,"Census Tract 109.02, Hamilton County, Tennessee",414,34,8.21,380,25.16,"Census Tract 109.02, Hamilton County, Tennessee",479,30,6.26,449,26.37
