,LATITUDE,LONGITUDE,TractCode,geometry,GEOID10,NAME10,UATYP10,ALAND10
681,35.901277,-84.094174,47093005706,POINT (-84.094174 35.901277),45640,"Knoxville, TN",U,1134806494.0
682,35.884568,-84.095314,47093005707,POINT (-84.095314 35.884568),45640,"Knoxville, TN",U,1134806494.0
683,35.861990999999996,-84.102339,47093005708,POINT (-84.102339 35.861991),45640,"Knoxville, TN",U,1134806494.0
684,35.862571,-84.09079,47093005709,POINT (-84.09079 35.862571),45640,"Knoxville, TN",U,1134806494.0
686,35.876205999999996,-84.073797,47093005711,POINT (-84.073797 35.876206),45640,"Knoxville, TN",U,1134806494.0
687,35.886637,-84.051836,47093005712,POINT (-84.05183599999999 35.886637),45640,"Knoxville, TN",U,1134806494.0
688,35.897234999999995,-84.14847900000001,47093005803,POINT (-84.14847900000001 35.89723499999999),45640,"Knoxville, TN",U,1134806494.0
689,35.889002000000005,-84.122262,47093005807,POINT (-84.12226200000001 35.889002),45640,"Knoxville, TN",U,1134806494.0
690,35.877590999999995,-84.138006,47093005808,POINT (-84.138006 35.877591),45640,"Knoxville, TN",U,1134806494.0
691,35.886239,-84.185846,47093005809,POINT (-84.185846 35.886239),45640,"Knoxville, TN",U,1134806494.0
692,35.875321,-84.211486,47093005810,POINT (-84.21148599999999 35.875321),45640,"Knoxville, TN",U,1134806494.0
693,35.857776,-84.202124,47093005811,POINT (-84.202124 35.857776),45640,"Knoxville, TN",U,1134806494.0
694,35.829436,-84.172575,47093005812,POINT (-84.17257499999999 35.829436),45640,"Knoxville, TN",U,1134806494.0
695,35.86506,-84.167569,47093005813,POINT (-84.167569 35.86506),45640,"Knoxville, TN",U,1134806494.0
696,35.942845,-84.137387,47093005903,POINT (-84.137387 35.942845),45640,"Knoxville, TN",U,1134806494.0
697,35.915387,-84.164253,47093005904,POINT (-84.164253 35.915387),45640,"Knoxville, TN",U,1134806494.0
701,35.977503000000006,-84.145455,47093005908,POINT (-84.145455 35.97750300000001),45640,"Knoxville, TN",U,1134806494.0
702,35.968107,-84.11059300000001,47093006001,POINT (-84.11059300000001 35.968107),45640,"Knoxville, TN",U,1134806494.0
703,35.996254,-84.07229,47093006002,POINT (-84.07229 35.996254),45640,"Knoxville, TN",U,1134806494.0
704,36.008828,-84.088225,47093006003,POINT (-84.08822499999999 36.008828),45640,"Knoxville, TN",U,1134806494.0
706,36.03085,-84.046621,47093006103,POINT (-84.046621 36.03085),45640,"Knoxville, TN",U,1134806494.0
707,36.034397,-84.027987,47093006104,POINT (-84.027987 36.034397),45640,"Knoxville, TN",U,1134806494.0
708,36.10031,-83.928799,47093006202,POINT (-83.928799 36.10031),45640,"Knoxville, TN",U,1134806494.0
709,36.075686,-83.912391,47093006203,POINT (-83.912391 36.075686),45640,"Knoxville, TN",U,1134806494.0
710,36.088832000000004,-83.961797,47093006205,POINT (-83.961797 36.088832),45640,"Knoxville, TN",U,1134806494.0
711,36.068129,-83.98926999999999,47093006206,POINT (-83.98926999999999 36.068129),45640,"Knoxville, TN",U,1134806494.0
712,36.045196000000004,-83.984822,47093006207,POINT (-83.98482199999999 36.045196),45640,"Knoxville, TN",U,1134806494.0
713,36.062209,-83.941928,47093006208,POINT (-83.941928 36.062209),45640,"Knoxville, TN",U,1134806494.0
716,36.102015,-83.88087800000001,47093006401,POINT (-83.88087800000001 36.102015),45640,"Knoxville, TN",U,1134806494.0
717,36.136616,-83.856063,47093006402,POINT (-83.85606300000001 36.136616),45640,"Knoxville, TN",U,1134806494.0
718,36.105994,-83.840878,47093006403,POINT (-83.840878 36.105994),45640,"Knoxville, TN",U,1134806494.0
721,35.98065,-83.924653,47093006600,POINT (-83.92465300000001 35.98065),45640,"Knoxville, TN",U,1134806494.0
722,35.983465,-83.902878,47093006700,POINT (-83.902878 35.983465),45640,"Knoxville, TN",U,1134806494.0
723,35.970793,-83.902114,47093006800,POINT (-83.902114 35.970793),45640,"Knoxville, TN",U,1134806494.0
724,35.959736,-83.933645,47093006900,POINT (-83.933645 35.959736),45640,"Knoxville, TN",U,1134806494.0
725,35.970613,-83.941023,47093007000,POINT (-83.941023 35.970613),45640,"Knoxville, TN",U,1134806494.0
726,35.935934,-83.968772,47093007100,POINT (-83.968772 35.935934),45640,"Knoxville, TN",U,1134806494.0
761,35.777788,-84.311044,47105060201,POINT (-84.311044 35.777788),45640,"Knoxville, TN",U,1134806494.0
762,35.797187,-84.276248,47105060202,POINT (-84.276248 35.797187),45640,"Knoxville, TN",U,1134806494.0
763,35.839331,-84.25025600000001,47105060301,POINT (-84.25025600000001 35.839331),45640,"Knoxville, TN",U,1134806494.0
768,35.736878000000004,-84.35703000000001,47105060600,POINT (-84.35703000000001 35.736878),45640,"Knoxville, TN",U,1134806494.0
1033,35.900909000000006,-83.734597,47155080201,POINT (-83.73459699999999 35.90090900000001),45640,"Knoxville, TN",U,1134806494.0
1035,35.860223,-83.761678,47155080300,POINT (-83.761678 35.860223),45640,"Knoxville, TN",U,1134806494.0
10,36.150756,-84.082564,47001020902,POINT (-84.082564 36.150756),63447,"Norris, TN",C,10620474.0
21,35.466856,-86.472269,47003950401,POINT (-86.472269 35.466856),81334,"Shelbyville, TN",C,34934429.0
23,35.50229,-86.442722,47003950500,POINT (-86.442722 35.50229),81334,"Shelbyville, TN",C,34934429.0
24,35.478053,-86.43202600000001,47003950600,POINT (-86.43202600000001 35.478053),81334,"Shelbyville, TN",C,34934429.0
30,36.06588,-88.101875,47005963300,POINT (-88.10187500000001 36.06588),12997,"Camden, TN",C,10414691.0
63,35.197924,-84.866523,47011010100,POINT (-84.866523 35.197924),17722,"Cleveland, TN",U,141209319.0
64,35.184538,-84.849209,47011010200,POINT (-84.849209 35.184538),17722,"Cleveland, TN",U,141209319.0
65,35.163603,-84.84115600000001,47011010300,POINT (-84.84115600000001 35.163603),17722,"Cleveland, TN",U,141209319.0
66,35.162774,-84.862596,47011010400,POINT (-84.862596 35.162774),17722,"Cleveland, TN",U,141209319.0
67,35.166457,-84.87314,47011010500,POINT (-84.87314000000001 35.166457),17722,"Cleveland, TN",U,141209319.0
68,35.176394,-84.883317,47011010600,POINT (-84.88331700000001 35.176394),17722,"Cleveland, TN",U,141209319.0
69,35.144177,-84.882564,47011010700,POINT (-84.882564 35.144177),17722,"Cleveland, TN",U,141209319.0
70,35.143587,-84.865037,47011010800,POINT (-84.865037 35.143587),17722,"Cleveland, TN",U,141209319.0
71,35.125539,-84.85077,47011010900,POINT (-84.85077 35.125539),17722,"Cleveland, TN",U,141209319.0
72,35.118334000000004,-84.879912,47011011000,POINT (-84.879912 35.118334),17722,"Cleveland, TN",U,141209319.0
74,35.234965,-84.797205,47011011201,POINT (-84.79720500000001 35.234965),17722,"Cleveland, TN",U,141209319.0
75,35.235089,-84.846839,47011011202,POINT (-84.846839 35.235089),17722,"Cleveland, TN",U,141209319.0
86,36.329484,-84.190809,47013950500,POINT (-84.190809 36.329484),46153,"La Follette, TN",C,58842450.0
87,36.368261,-84.132328,47013950600,POINT (-84.132328 36.368261),46153,"La Follette, TN",C,58842450.0
99,36.133340999999994,-88.496785,47017962202,POINT (-88.496785 36.13334099999999),52633,"McKenzie, TN",C,10211535.0
104,36.351568,-82.217203,47019070100,POINT (-82.217203 36.351568),43210,"Johnson City, TN",U,284438143.0
105,36.329789,-82.25161899999999,47019070200,POINT (-82.25161899999999 36.329789),43210,"Johnson City, TN",U,284438143.0
106,36.339021,-82.22213599999999,47019070300,POINT (-82.22213599999999 36.339021),43210,"Johnson City, TN",U,284438143.0
107,36.344784000000004,-82.196788,47019070400,POINT (-82.196788 36.344784),43210,"Johnson City, TN",U,284438143.0
108,36.333507,-82.171527,47019070500,POINT (-82.171527 36.333507),43210,"Johnson City, TN",U,284438143.0
109,36.304852000000004,-82.210522,47019070600,POINT (-82.210522 36.304852),43210,"Johnson City, TN",U,284438143.0
111,36.290105,-82.318072,47019070800,POINT (-82.318072 36.290105),43210,"Johnson City, TN",U,284438143.0
112,36.304254,-82.294962,47019070900,POINT (-82.294962 36.304254),43210,"Johnson City, TN",U,284438143.0
113,36.326021000000004,-82.298459,47019071000,POINT (-82.29845899999999 36.326021),43210,"Johnson City, TN",U,284438143.0
115,36.370543,-82.225764,47019071200,POINT (-82.225764 36.370543),43210,"Johnson City, TN",U,284438143.0
117,36.276084999999995,-82.180663,47019071400,POINT (-82.180663 36.27608499999999),43210,"Johnson City, TN",U,284438143.0
1314,36.443166,-82.26356,47163043302,POINT (-82.26356 36.443166),43210,"Johnson City, TN",U,284438143.0
1395,36.31883,-82.35964399999999,47179060100,POINT (-82.35964399999999 36.31883),43210,"Johnson City, TN",U,284438143.0
1396,36.335786,-82.38627,47179060400,POINT (-82.38627 36.335786),43210,"Johnson City, TN",U,284438143.0
1397,36.312053000000006,-82.407197,47179060501,POINT (-82.407197 36.31205300000001),43210,"Johnson City, TN",U,284438143.0
1398,36.288585999999995,-82.404476,47179060502,POINT (-82.404476 36.288586),43210,"Johnson City, TN",U,284438143.0
1399,36.291579999999996,-82.364182,47179060600,POINT (-82.364182 36.29158),43210,"Johnson City, TN",U,284438143.0
1400,36.301970000000004,-82.368045,47179060700,POINT (-82.368045 36.30197),43210,"Johnson City, TN",U,284438143.0
1401,36.308491,-82.351701,47179060800,POINT (-82.35170100000001 36.308491),43210,"Johnson City, TN",U,284438143.0
1402,36.313668,-82.330801,47179060900,POINT (-82.33080099999999 36.313668),43210,"Johnson City, TN",U,284438143.0
1403,36.336339,-82.341347,47179061000,POINT (-82.341347 36.336339),43210,"Johnson City, TN",U,284438143.0
1404,36.343671,-82.355901,47179061100,POINT (-82.355901 36.343671),43210,"Johnson City, TN",U,284438143.0
1406,36.372206,-82.387341,47179061300,POINT (-82.38734100000001 36.372206),43210,"Johnson City, TN",U,284438143.0
1407,36.412125,-82.41103299999999,47179061401,POINT (-82.41103299999999 36.412125),43210,"Johnson City, TN",U,284438143.0
1408,36.385692999999996,-82.432794,47179061402,POINT (-82.432794 36.385693),43210,"Johnson City, TN",U,284438143.0
1413,36.279173,-82.474073,47179061702,POINT (-82.474073 36.279173),43210,"Johnson City, TN",U,284438143.0
1414,36.225982,-82.458838,47179061800,POINT (-82.458838 36.225982),43210,"Johnson City, TN",U,284438143.0
1417,36.315731,-82.378648,47179062000,POINT (-82.378648 36.315731),43210,"Johnson City, TN",U,284438143.0
124,36.388479,-87.042508,47021070201,POINT (-87.042508 36.388479),70270,"Pleasant View, TN",C,13634276.0
127,36.280289,-87.055832,47021070300,POINT (-87.055832 36.280289),03439,"Ashland City, TN",C,8170373.0
131,35.444838,-88.639988,47023970200,POINT (-88.639988 35.444838),38296,"Henderson, TN",C,12240149.0
135,36.539254,-83.69032299999999,47025970300,POINT (-83.69032299999999 36.539254),56818,"Middlesborough, KY--TN--VA",C,31775884.0
145,35.983737,-83.196962,47029920200,POINT (-83.196962 35.983737),62893,"Newport, TN",C,25710969.0
157,35.462429,-86.074155,47031970500,POINT (-86.074155 35.462429),53767,"Manchester, TN",C,27557176.0
160,35.377794,-86.20257099999999,47031970801,POINT (-86.20257099999999 35.377794),88921,"Tullahoma, TN",C,34135777.0
162,35.362125,-86.19443100000001,47031970900,POINT (-86.19443100000001 35.362125),88921,"Tullahoma, TN",C,34135777.0
163,35.359147,-86.231778,47031971000,POINT (-86.23177800000001 35.359147),88921,"Tullahoma, TN",C,34135777.0
166,35.790944,-89.121998,47033961100,POINT (-89.121998 35.790944),06692,"Bells, TN",C,10455177.0
170,36.024407000000004,-84.88360899999999,47035970101,POINT (-84.88360899999999 36.024407),28765,"Fairfield Glade, TN",C,16184725.0
171,35.988832,-84.901753,47035970102,POINT (-84.901753 35.988832),28765,"Fairfield Glade, TN",C,16184725.0
175,35.967315,-85.04133,47035970400,POINT (-85.04133 35.967315),21394,"Crossville, TN",C,54871774.0
177,35.938235,-85.034094,47035970502,POINT (-85.034094 35.938235),21394,"Crossville, TN",C,54871774.0
181,35.870011,-85.07351899999999,47035970701,POINT (-85.07351899999999 35.870011),21394,"Crossville, TN",C,54871774.0
187,36.242228000000004,-86.801923,47037010106,POINT (-86.801923 36.242228),61273,"Nashville-Davidson, TN",U,1460063732.0
190,36.317966999999996,-86.725268,47037010301,POINT (-86.725268 36.317967),61273,"Nashville-Davidson, TN",U,1460063732.0
191,36.307691,-86.713412,47037010302,POINT (-86.71341200000001 36.307691),61273,"Nashville-Davidson, TN",U,1460063732.0
192,36.30737,-86.701717,47037010303,POINT (-86.701717 36.30737),61273,"Nashville-Davidson, TN",U,1460063732.0
193,36.289384999999996,-86.694275,47037010401,POINT (-86.694275 36.289385),61273,"Nashville-Davidson, TN",U,1460063732.0
194,36.268187,-86.696063,47037010402,POINT (-86.696063 36.268187),61273,"Nashville-Davidson, TN",U,1460063732.0
195,36.262291999999995,-86.655452,47037010501,POINT (-86.655452 36.262292),61273,"Nashville-Davidson, TN",U,1460063732.0
196,36.232358000000005,-86.634186,47037010502,POINT (-86.634186 36.232358),61273,"Nashville-Davidson, TN",U,1460063732.0
197,36.240265,-86.666777,47037010601,POINT (-86.666777 36.240265),61273,"Nashville-Davidson, TN",U,1460063732.0
198,36.253665000000005,-86.680387,47037010602,POINT (-86.680387 36.25366500000001),61273,"Nashville-Davidson, TN",U,1460063732.0
199,36.256170000000004,-86.704421,47037010701,POINT (-86.704421 36.25617),61273,"Nashville-Davidson, TN",U,1460063732.0
200,36.246485,-86.713631,47037010702,POINT (-86.71363100000001 36.246485),61273,"Nashville-Davidson, TN",U,1460063732.0
201,36.275852,-86.72062199999999,47037010801,POINT (-86.72062199999999 36.275852),61273,"Nashville-Davidson, TN",U,1460063732.0
202,36.251339,-86.729106,47037010802,POINT (-86.729106 36.251339),61273,"Nashville-Davidson, TN",U,1460063732.0
203,36.264145,-86.75715500000001,47037010901,POINT (-86.75715500000001 36.264145),61273,"Nashville-Davidson, TN",U,1460063732.0
204,36.249087,-86.767699,47037010903,POINT (-86.76769899999999 36.249087),61273,"Nashville-Davidson, TN",U,1460063732.0
205,36.23572,-86.773235,47037010904,POINT (-86.773235 36.23572),61273,"Nashville-Davidson, TN",U,1460063732.0
206,36.218879,-86.762273,47037011001,POINT (-86.76227299999999 36.218879),61273,"Nashville-Davidson, TN",U,1460063732.0
207,36.226782,-86.73944499999999,47037011002,POINT (-86.73944499999999 36.226782),61273,"Nashville-Davidson, TN",U,1460063732.0
208,36.223574,-86.72102,47037011100,POINT (-86.72102 36.223574),61273,"Nashville-Davidson, TN",U,1460063732.0
209,36.211383000000005,-86.72850799999999,47037011200,POINT (-86.72850799999999 36.211383),61273,"Nashville-Davidson, TN",U,1460063732.0
210,36.20131,-86.763021,47037011300,POINT (-86.76302099999999 36.20131),61273,"Nashville-Davidson, TN",U,1460063732.0
211,36.198619,-86.733799,47037011400,POINT (-86.733799 36.198619),61273,"Nashville-Davidson, TN",U,1460063732.0
212,36.203801,-86.710699,47037011500,POINT (-86.71069900000001 36.203801),61273,"Nashville-Davidson, TN",U,1460063732.0
213,36.18475,-86.716853,47037011600,POINT (-86.716853 36.18475),61273,"Nashville-Davidson, TN",U,1460063732.0
214,36.189876,-86.744052,47037011700,POINT (-86.744052 36.189876),61273,"Nashville-Davidson, TN",U,1460063732.0
215,36.18616,-86.764562,47037011800,POINT (-86.764562 36.18616),61273,"Nashville-Davidson, TN",U,1460063732.0
216,36.179517,-86.75867,47037011900,POINT (-86.75867 36.179517),61273,"Nashville-Davidson, TN",U,1460063732.0
217,36.180432,-86.738966,47037012100,POINT (-86.738966 36.180432),61273,"Nashville-Davidson, TN",U,1460063732.0
218,36.170737,-86.741191,47037012200,POINT (-86.741191 36.170737),61273,"Nashville-Davidson, TN",U,1460063732.0
219,36.185806,-86.77088,47037012600,POINT (-86.77088000000001 36.185806),61273,"Nashville-Davidson, TN",U,1460063732.0
220,36.220221,-86.801,47037012701,POINT (-86.801 36.220221),61273,"Nashville-Davidson, TN",U,1460063732.0
221,36.207640999999995,-86.798489,47037012702,POINT (-86.798489 36.207641),61273,"Nashville-Davidson, TN",U,1460063732.0
222,36.208622,-86.833618,47037012801,POINT (-86.833618 36.208622),61273,"Nashville-Davidson, TN",U,1460063732.0
223,36.187376,-86.845029,47037012802,POINT (-86.845029 36.187376),61273,"Nashville-Davidson, TN",U,1460063732.0
224,36.188508,-86.89219,47037013000,POINT (-86.89219 36.188508),61273,"Nashville-Davidson, TN",U,1460063732.0
226,36.150706,-86.883185,47037013201,POINT (-86.883185 36.150706),61273,"Nashville-Davidson, TN",U,1460063732.0
227,36.156833,-86.869763,47037013202,POINT (-86.86976300000001 36.156833),61273,"Nashville-Davidson, TN",U,1460063732.0
228,36.160315999999995,-86.852466,47037013300,POINT (-86.85246600000001 36.16031599999999),61273,"Nashville-Davidson, TN",U,1460063732.0
229,36.14457,-86.83998000000001,47037013400,POINT (-86.83998000000001 36.14457),61273,"Nashville-Davidson, TN",U,1460063732.0
230,36.149408,-86.829285,47037013500,POINT (-86.829285 36.149408),61273,"Nashville-Davidson, TN",U,1460063732.0
231,36.163431,-86.82739000000001,47037013601,POINT (-86.82739000000001 36.163431),61273,"Nashville-Davidson, TN",U,1460063732.0
232,36.167097999999996,-86.827887,47037013602,POINT (-86.827887 36.167098),61273,"Nashville-Davidson, TN",U,1460063732.0
233,36.186469,-86.811313,47037013700,POINT (-86.811313 36.186469),61273,"Nashville-Davidson, TN",U,1460063732.0
234,36.175940999999995,-86.814562,47037013800,POINT (-86.814562 36.17594099999999),61273,"Nashville-Davidson, TN",U,1460063732.0
235,36.176159999999996,-86.805972,47037013900,POINT (-86.805972 36.17616),61273,"Nashville-Davidson, TN",U,1460063732.0
236,36.166323999999996,-86.803239,47037014200,POINT (-86.803239 36.166324),61273,"Nashville-Davidson, TN",U,1460063732.0
237,36.161475,-86.815797,47037014300,POINT (-86.815797 36.161475),61273,"Nashville-Davidson, TN",U,1460063732.0
238,36.160596999999996,-86.79900699999999,47037014400,POINT (-86.79900699999999 36.160597),61273,"Nashville-Davidson, TN",U,1460063732.0
239,36.150825,-86.76188,47037014800,POINT (-86.76188 36.150825),61273,"Nashville-Davidson, TN",U,1460063732.0
240,36.158839,-86.67763599999999,47037015100,POINT (-86.67763599999999 36.158839),61273,"Nashville-Davidson, TN",U,1460063732.0
241,36.173778999999996,-86.690525,47037015200,POINT (-86.69052499999999 36.173779),61273,"Nashville-Davidson, TN",U,1460063732.0
242,36.215512,-86.687929,47037015300,POINT (-86.687929 36.215512),61273,"Nashville-Davidson, TN",U,1460063732.0
243,36.225445,-86.601354,47037015401,POINT (-86.601354 36.225445),61273,"Nashville-Davidson, TN",U,1460063732.0
244,36.199217,-86.632533,47037015402,POINT (-86.632533 36.199217),61273,"Nashville-Davidson, TN",U,1460063732.0
245,36.199578,-86.612515,47037015404,POINT (-86.612515 36.199578),61273,"Nashville-Davidson, TN",U,1460063732.0
246,36.206239000000004,-86.594624,47037015405,POINT (-86.594624 36.206239),61273,"Nashville-Davidson, TN",U,1460063732.0
247,36.17022,-86.643213,47037015501,POINT (-86.643213 36.17022),61273,"Nashville-Davidson, TN",U,1460063732.0
248,36.156095,-86.651798,47037015502,POINT (-86.651798 36.156095),61273,"Nashville-Davidson, TN",U,1460063732.0
249,36.171406,-86.611324,47037015609,POINT (-86.611324 36.171406),61273,"Nashville-Davidson, TN",U,1460063732.0
250,36.16084,-86.58921600000001,47037015610,POINT (-86.58921600000001 36.16084),61273,"Nashville-Davidson, TN",U,1460063732.0
251,36.089296999999995,-86.638535,47037015612,POINT (-86.638535 36.08929699999999),61273,"Nashville-Davidson, TN",U,1460063732.0
252,36.084298,-86.681783,47037015613,POINT (-86.681783 36.084298),61273,"Nashville-Davidson, TN",U,1460063732.0
253,36.084654,-86.65796,47037015614,POINT (-86.65796 36.084654),61273,"Nashville-Davidson, TN",U,1460063732.0
254,36.072625,-86.672226,47037015615,POINT (-86.67222599999999 36.072625),61273,"Nashville-Davidson, TN",U,1460063732.0
255,36.096555,-86.608331,47037015617,POINT (-86.60833100000001 36.096555),61273,"Nashville-Davidson, TN",U,1460063732.0
256,36.080688,-86.618666,47037015618,POINT (-86.618666 36.080688),61273,"Nashville-Davidson, TN",U,1460063732.0
257,36.07711,-86.594396,47037015619,POINT (-86.594396 36.07711),61273,"Nashville-Davidson, TN",U,1460063732.0
258,36.070456,-86.61685899999999,47037015620,POINT (-86.61685899999999 36.070456),61273,"Nashville-Davidson, TN",U,1460063732.0
259,36.185482,-86.585626,47037015622,POINT (-86.585626 36.185482),61273,"Nashville-Davidson, TN",U,1460063732.0
260,36.183046999999995,-86.601467,47037015623,POINT (-86.601467 36.18304699999999),61273,"Nashville-Davidson, TN",U,1460063732.0
261,36.145738,-86.631091,47037015624,POINT (-86.631091 36.145738),61273,"Nashville-Davidson, TN",U,1460063732.0
262,36.13044,-86.634596,47037015625,POINT (-86.634596 36.13044),61273,"Nashville-Davidson, TN",U,1460063732.0
263,36.071311,-86.64644799999999,47037015626,POINT (-86.64644799999999 36.071311),61273,"Nashville-Davidson, TN",U,1460063732.0
264,36.063615000000006,-86.663525,47037015627,POINT (-86.66352500000001 36.06361500000001),61273,"Nashville-Davidson, TN",U,1460063732.0
265,36.054522,-86.651905,47037015628,POINT (-86.651905 36.054522),61273,"Nashville-Davidson, TN",U,1460063732.0
266,36.052741999999995,-86.635959,47037015629,POINT (-86.635959 36.05274199999999),61273,"Nashville-Davidson, TN",U,1460063732.0
267,36.042457,-86.620399,47037015630,POINT (-86.62039900000001 36.042457),61273,"Nashville-Davidson, TN",U,1460063732.0
268,36.050976,-86.582285,47037015631,POINT (-86.582285 36.050976),61273,"Nashville-Davidson, TN",U,1460063732.0
269,36.109276,-86.703717,47037015700,POINT (-86.703717 36.109276),61273,"Nashville-Davidson, TN",U,1460063732.0
270,36.123924,-86.71185799999999,47037015802,POINT (-86.71185799999999 36.123924),61273,"Nashville-Davidson, TN",U,1460063732.0
271,36.135132,-86.715184,47037015803,POINT (-86.71518399999999 36.135132),61273,"Nashville-Davidson, TN",U,1460063732.0
272,36.134298,-86.7016,47037015804,POINT (-86.7016 36.134298),61273,"Nashville-Davidson, TN",U,1460063732.0
273,36.137633,-86.74593399999999,47037015900,POINT (-86.74593399999999 36.137633),61273,"Nashville-Davidson, TN",U,1460063732.0
274,36.145354,-86.76259499999999,47037016000,POINT (-86.76259499999999 36.145354),61273,"Nashville-Davidson, TN",U,1460063732.0
275,36.134143,-86.767524,47037016100,POINT (-86.76752399999999 36.134143),61273,"Nashville-Davidson, TN",U,1460063732.0
276,36.138664,-86.783067,47037016200,POINT (-86.783067 36.138664),61273,"Nashville-Davidson, TN",U,1460063732.0
277,36.142183,-86.78976999999999,47037016300,POINT (-86.78976999999999 36.142183),61273,"Nashville-Davidson, TN",U,1460063732.0
278,36.139114,-86.796672,47037016400,POINT (-86.796672 36.139114),61273,"Nashville-Davidson, TN",U,1460063732.0
279,36.145209,-86.804422,47037016500,POINT (-86.804422 36.145209),61273,"Nashville-Davidson, TN",U,1460063732.0
280,36.143976,-86.81788,47037016600,POINT (-86.81788 36.143976),61273,"Nashville-Davidson, TN",U,1460063732.0
281,36.132778,-86.827207,47037016700,POINT (-86.827207 36.132778),61273,"Nashville-Davidson, TN",U,1460063732.0
282,36.134652,-86.808214,47037016800,POINT (-86.80821400000001 36.134652),61273,"Nashville-Davidson, TN",U,1460063732.0
283,36.125048,-86.80178000000001,47037016900,POINT (-86.80178000000001 36.125048),61273,"Nashville-Davidson, TN",U,1460063732.0
284,36.129568,-86.787692,47037017000,POINT (-86.78769200000001 36.129568),61273,"Nashville-Davidson, TN",U,1460063732.0
285,36.12253,-86.781832,47037017100,POINT (-86.78183199999999 36.12253),61273,"Nashville-Davidson, TN",U,1460063732.0
286,36.12461,-86.757287,47037017200,POINT (-86.75728700000001 36.12461),61273,"Nashville-Davidson, TN",U,1460063732.0
287,36.119704,-86.740747,47037017300,POINT (-86.740747 36.119704),61273,"Nashville-Davidson, TN",U,1460063732.0
288,36.11391,-86.728739,47037017401,POINT (-86.728739 36.11391),61273,"Nashville-Davidson, TN",U,1460063732.0
289,36.101247,-86.725999,47037017402,POINT (-86.725999 36.101247),61273,"Nashville-Davidson, TN",U,1460063732.0
290,36.103632,-86.74264699999999,47037017500,POINT (-86.74264699999999 36.103632),61273,"Nashville-Davidson, TN",U,1460063732.0
291,36.09597,-86.780433,47037017701,POINT (-86.780433 36.09597),61273,"Nashville-Davidson, TN",U,1460063732.0
292,36.101458,-86.799903,47037017702,POINT (-86.799903 36.101458),61273,"Nashville-Davidson, TN",U,1460063732.0
293,36.112527,-86.794196,47037017800,POINT (-86.794196 36.112527),61273,"Nashville-Davidson, TN",U,1460063732.0
294,36.107361,-86.827034,47037017901,POINT (-86.827034 36.107361),61273,"Nashville-Davidson, TN",U,1460063732.0
295,36.095819,-86.824286,47037017902,POINT (-86.824286 36.095819),61273,"Nashville-Davidson, TN",U,1460063732.0
296,36.122401,-86.830602,47037018000,POINT (-86.830602 36.122401),61273,"Nashville-Davidson, TN",U,1460063732.0
297,36.143448,-86.868534,47037018101,POINT (-86.868534 36.143448),61273,"Nashville-Davidson, TN",U,1460063732.0
298,36.129533,-86.865783,47037018102,POINT (-86.86578299999999 36.129533),61273,"Nashville-Davidson, TN",U,1460063732.0
299,36.116855,-86.89228,47037018201,POINT (-86.89228 36.116855),61273,"Nashville-Davidson, TN",U,1460063732.0
300,36.094398,-86.911271,47037018202,POINT (-86.911271 36.094398),61273,"Nashville-Davidson, TN",U,1460063732.0
301,36.109945,-86.87616899999999,47037018203,POINT (-86.87616899999999 36.109945),61273,"Nashville-Davidson, TN",U,1460063732.0
304,36.087231,-86.932364,47037018401,POINT (-86.93236400000001 36.087231),61273,"Nashville-Davidson, TN",U,1460063732.0
305,36.075845,-86.902777,47037018404,POINT (-86.902777 36.075845),61273,"Nashville-Davidson, TN",U,1460063732.0
306,36.052257,-86.94199,47037018405,POINT (-86.94199 36.052257),61273,"Nashville-Davidson, TN",U,1460063732.0
307,36.063345,-86.966479,47037018407,POINT (-86.96647900000001 36.063345),61273,"Nashville-Davidson, TN",U,1460063732.0
308,36.047953,-86.965766,47037018408,POINT (-86.965766 36.047953),61273,"Nashville-Davidson, TN",U,1460063732.0
309,36.070065,-86.95761999999999,47037018409,POINT (-86.95761999999999 36.070065),61273,"Nashville-Davidson, TN",U,1460063732.0
310,36.072049,-86.938576,47037018410,POINT (-86.938576 36.072049),61273,"Nashville-Davidson, TN",U,1460063732.0
311,36.098290000000006,-86.862316,47037018500,POINT (-86.86231600000001 36.09829000000001),61273,"Nashville-Davidson, TN",U,1460063732.0
313,36.066269,-86.828114,47037018602,POINT (-86.828114 36.066269),61273,"Nashville-Davidson, TN",U,1460063732.0
315,36.060354,-86.75518199999999,47037018801,POINT (-86.75518199999999 36.060354),61273,"Nashville-Davidson, TN",U,1460063732.0
316,36.040624,-86.768913,47037018803,POINT (-86.768913 36.040624),61273,"Nashville-Davidson, TN",U,1460063732.0
317,36.031315,-86.75413,47037018804,POINT (-86.75413 36.031315),61273,"Nashville-Davidson, TN",U,1460063732.0
318,36.08146,-86.739796,47037018901,POINT (-86.739796 36.08146),61273,"Nashville-Davidson, TN",U,1460063732.0
319,36.075962,-86.742083,47037018902,POINT (-86.74208299999999 36.075962),61273,"Nashville-Davidson, TN",U,1460063732.0
320,36.06788,-86.72704399999999,47037018904,POINT (-86.72704399999999 36.06788),61273,"Nashville-Davidson, TN",U,1460063732.0
321,36.057546,-86.737147,47037018905,POINT (-86.73714699999999 36.057546),61273,"Nashville-Davidson, TN",U,1460063732.0
322,36.078307,-86.705488,47037019003,POINT (-86.705488 36.078307),61273,"Nashville-Davidson, TN",U,1460063732.0
