,TractCode,CountBlocks,Consumer Blocks Served Any Pro,Consumer Blocks Served Any Pro 25mbps,Prop Served By Any,Prop Served By Any 25mbps
589,47083120100,261,253,126.0,96.93,48.28
590,47083120200,190,190,130.0,100.0,68.42
591,47083120300,342,342,199.0,100.0,58.19
592,47085130100,220,220,115.0,100.0,52.27
593,47085130200,86,85,21.0,98.84,24.42
594,47085130300,261,250,189.0,95.79,72.41
595,47085130400,110,110,9.0,100.0,8.18
596,47085130500,134,123,96.0,91.79,71.64
597,47087960100,141,141,72.0,100.0,51.06
598,47087960200,96,96,57.0,100.0,59.38
599,47087960300,254,254,179.0,100.0,70.47
600,47087960400,72,72,43.0,100.0,59.72
601,47089070100,305,305,215.0,100.0,70.49
602,47089070200,166,166,92.0,100.0,55.42
603,47089070300,277,277,275.0,100.0,99.28
604,47089070400,134,134,98.0,100.0,73.13
605,47089070500,142,141,91.0,99.3,64.08
606,47089070600,247,247,236.0,100.0,95.55
607,47089070700,289,289,238.0,100.0,82.35
608,47089070800,308,307,246.0,99.68,79.87
609,47089070900,328,328,295.0,100.0,89.94
610,47091956000,64,64,59.0,100.0,92.19
611,47091956100,190,190,186.0,100.0,97.89
612,47091956200,142,141,108.0,99.3,76.06
613,47091956300,339,339,330.0,100.0,97.35
614,47091956400,215,215,203.0,100.0,94.42
615,47093000100,115,115,51.0,100.0,44.35
616,47093000800,85,85,68.0,100.0,80.0
617,47093000901,20,20,7.0,100.0,35.0
618,47093000902,49,49,11.0,100.0,22.45
619,47093001400,61,61,59.0,100.0,96.72
620,47093001500,130,130,125.0,100.0,96.15
621,47093001600,63,63,61.0,100.0,96.83
622,47093001700,92,92,86.0,100.0,93.48
623,47093001800,53,53,52.0,100.0,98.11
624,47093001900,57,57,48.0,100.0,84.21
625,47093002000,103,103,102.0,100.0,99.03
626,47093002100,63,63,44.0,100.0,69.84
627,47093002200,77,77,71.0,100.0,92.21
628,47093002300,54,54,50.0,100.0,92.59
629,47093002400,127,127,106.0,100.0,83.46
630,47093002600,77,77,58.0,100.0,75.32
631,47093002700,95,95,78.0,100.0,82.11
632,47093002800,88,88,81.0,100.0,92.05
633,47093002900,75,75,73.0,100.0,97.33
634,47093003000,48,48,45.0,100.0,93.75
635,47093003100,45,45,43.0,100.0,95.56
636,47093003200,74,74,61.0,100.0,82.43
637,47093003300,43,43,40.0,100.0,93.02
638,47093003400,78,78,73.0,100.0,93.59
639,47093003500,133,133,94.0,100.0,70.68
640,47093003700,74,74,59.0,100.0,79.73
641,47093003801,65,62,51.0,95.38,78.46
642,47093003802,46,46,37.0,100.0,80.43
643,47093003901,44,44,43.0,100.0,97.73
644,47093003902,46,46,45.0,100.0,97.83
645,47093004000,44,44,44.0,100.0,100.0
646,47093004100,61,61,61.0,100.0,100.0
647,47093004200,71,71,70.0,100.0,98.59
648,47093004300,67,65,54.0,97.01,80.6
649,47093004401,89,89,87.0,100.0,97.75
650,47093004403,93,93,91.0,100.0,97.85
651,47093004404,62,62,51.0,100.0,82.26
652,47093004500,51,51,51.0,100.0,100.0
653,47093004606,59,59,58.0,100.0,98.31
654,47093004607,72,72,70.0,100.0,97.22
655,47093004608,36,36,31.0,100.0,86.11
656,47093004609,62,62,53.0,100.0,85.48
657,47093004610,59,58,48.0,98.31,81.36
658,47093004611,84,84,74.0,100.0,88.1
659,47093004612,16,16,16.0,100.0,100.0
660,47093004613,42,42,39.0,100.0,92.86
661,47093004614,28,28,28.0,100.0,100.0
662,47093004615,33,33,32.0,100.0,96.97
663,47093004700,79,79,68.0,100.0,86.08
664,47093004800,105,102,95.0,97.14,90.48
665,47093004900,89,89,82.0,100.0,92.13
666,47093005000,73,73,72.0,100.0,98.63
667,47093005100,90,89,88.0,98.89,97.78
668,47093005201,66,66,64.0,100.0,96.97
669,47093005202,92,89,75.0,96.74,81.52
670,47093005301,106,105,98.0,99.06,92.45
671,47093005302,97,96,63.0,98.97,64.95
672,47093005401,122,122,73.0,100.0,59.84
673,47093005402,146,146,80.0,100.0,54.79
674,47093005501,78,78,70.0,100.0,89.74
675,47093005502,69,69,52.0,100.0,75.36
676,47093005602,84,84,84.0,100.0,100.0
677,47093005603,81,81,81.0,100.0,100.0
678,47093005604,87,87,69.0,100.0,79.31
679,47093005701,127,127,82.0,100.0,64.57
680,47093005704,72,72,66.0,100.0,91.67
681,47093005706,81,81,76.0,100.0,93.83
682,47093005707,73,73,56.0,100.0,76.71
683,47093005708,13,13,13.0,100.0,100.0
684,47093005709,22,22,22.0,100.0,100.0
685,47093005710,71,69,49.0,97.18,69.01
686,47093005711,46,46,43.0,100.0,93.48
687,47093005712,76,76,71.0,100.0,93.42
688,47093005803,78,78,78.0,100.0,100.0
689,47093005807,39,38,38.0,97.44,97.44
690,47093005808,81,81,80.0,100.0,98.77
691,47093005809,68,68,68.0,100.0,100.0
692,47093005810,45,45,38.0,100.0,84.44
693,47093005811,51,51,51.0,100.0,100.0
694,47093005812,64,64,63.0,100.0,98.44
695,47093005813,81,81,80.0,100.0,98.77
696,47093005903,15,15,15.0,100.0,100.0
697,47093005904,93,93,89.0,100.0,95.7
698,47093005905,29,27,25.0,93.1,86.21
699,47093005906,31,31,18.0,100.0,58.06
700,47093005907,35,35,25.0,100.0,71.43
701,47093005908,79,79,62.0,100.0,78.48
702,47093006001,40,40,39.0,100.0,97.5
703,47093006002,48,48,46.0,100.0,95.83
704,47093006003,35,35,34.0,100.0,97.14
705,47093006102,64,64,50.0,100.0,78.12
706,47093006103,51,51,51.0,100.0,100.0
707,47093006104,60,59,56.0,98.33,93.33
708,47093006202,42,42,41.0,100.0,97.62
709,47093006203,54,53,53.0,98.15,98.15
710,47093006205,43,43,43.0,100.0,100.0
711,47093006206,38,35,31.0,92.11,81.58
712,47093006207,21,21,21.0,100.0,100.0
713,47093006208,69,68,61.0,98.55,88.41
714,47093006301,77,77,61.0,100.0,79.22
715,47093006302,66,66,52.0,100.0,78.79
716,47093006401,39,39,39.0,100.0,100.0
717,47093006402,91,91,88.0,100.0,96.7
718,47093006403,33,33,33.0,100.0,100.0
719,47093006501,99,99,95.0,100.0,95.96
720,47093006502,82,81,75.0,98.78,91.46
721,47093006600,152,148,107.0,97.37,70.39
722,47093006700,142,142,90.0,100.0,63.38
723,47093006800,94,94,51.0,100.0,54.26
724,47093006900,108,108,76.0,100.0,70.37
725,47093007000,107,107,91.0,100.0,85.05
726,47093007100,94,94,69.0,100.0,73.4
727,47095960100,192,192,174.0,100.0,90.62
728,47095960200,175,175,111.0,100.0,63.43
729,47097050100,40,40,4.0,100.0,10.0
730,47097050200,235,235,106.0,100.0,45.11
731,47097050300,124,124,98.0,100.0,79.03
732,47097050400,83,82,69.0,98.8,83.13
733,47097050503,97,97,84.0,100.0,86.6
734,47097050504,73,73,71.0,100.0,97.26
735,47097050505,106,106,99.0,100.0,93.4
736,47097050506,65,65,40.0,100.0,61.54
737,47097050600,148,148,82.0,100.0,55.41
738,47099960100,228,228,227.0,100.0,99.56
739,47099960200,104,104,85.0,100.0,81.73
740,47099960300,296,296,289.0,100.0,97.64
741,47099960401,253,253,253.0,100.0,100.0
742,47099960402,186,186,186.0,100.0,100.0
743,47099960501,207,207,207.0,100.0,100.0
744,47099960502,200,200,193.0,100.0,96.5
745,47099960600,301,301,116.0,100.0,38.54
746,47099960700,238,238,193.0,100.0,81.09
747,47099960800,222,222,167.0,100.0,75.23
748,47099960900,225,225,74.0,100.0,32.89
749,47101970100,266,266,252.0,100.0,94.74
750,47101970200,432,432,422.0,100.0,97.69
751,47103975000,146,146,135.0,100.0,92.47
752,47103975100,170,170,140.0,100.0,82.35
753,47103975200,272,272,100.0,100.0,36.76
754,47103975300,288,288,287.0,100.0,99.65
755,47103975400,302,302,301.0,100.0,99.67
756,47103975500,276,276,267.0,100.0,96.74
757,47103975601,119,119,119.0,100.0,100.0
758,47103975602,136,136,136.0,100.0,100.0
759,47103975700,178,178,171.0,100.0,96.07
760,47105060100,391,391,278.0,100.0,71.1
761,47105060201,241,241,229.0,100.0,95.02
762,47105060202,397,397,391.0,100.0,98.49
763,47105060301,203,203,197.0,100.0,97.04
764,47105060302,220,220,205.0,100.0,93.18
765,47105060400,399,396,343.0,99.25,85.96
766,47105060501,450,450,409.0,100.0,90.89
767,47105060502,98,98,93.0,100.0,94.9
768,47105060600,312,312,270.0,100.0,86.54
769,47105060700,213,213,101.0,100.0,47.42
770,47107970101,266,266,120.0,100.0,45.11
771,47107970102,211,210,162.0,99.53,76.78
772,47107970200,238,237,194.0,99.58,81.51
773,47107970300,138,137,129.0,99.28,93.48
774,47107970401,106,106,96.0,100.0,90.57
775,47107970402,160,160,139.0,100.0,86.88
776,47107970500,241,241,153.0,100.0,63.49
777,47107970600,315,315,237.0,100.0,75.24
778,47107970700,249,248,201.0,99.6,80.72
779,47107970800,396,396,173.0,100.0,43.69
780,47109930100,262,262,192.0,100.0,73.28
781,47109930200,123,123,45.0,100.0,36.59
782,47109930300,184,184,76.0,100.0,41.3
783,47109930400,129,129,47.0,100.0,36.43
784,47109930500,386,386,325.0,100.0,84.2
785,47109930600,123,123,16.0,100.0,13.01
786,47109930700,178,177,120.0,99.44,67.42
787,47111970100,256,256,187.0,100.0,73.05
788,47111970200,221,221,221.0,100.0,100.0
789,47111970300,312,312,308.0,100.0,98.72
790,47111970400,157,157,130.0,100.0,82.8
791,47113000100,93,93,93.0,100.0,100.0
792,47113000200,202,202,202.0,100.0,100.0
793,47113000300,141,141,141.0,100.0,100.0
794,47113000400,61,61,61.0,100.0,100.0
795,47113000500,75,75,75.0,100.0,100.0
796,47113000600,68,68,68.0,100.0,100.0
797,47113000700,96,96,95.0,100.0,98.96
798,47113000800,173,173,173.0,100.0,100.0
799,47113000900,105,105,105.0,100.0,100.0
800,47113001000,45,45,45.0,100.0,100.0
801,47113001100,85,85,85.0,100.0,100.0
802,47113001300,223,223,222.0,100.0,99.55
803,47113001401,91,91,91.0,100.0,100.0
804,47113001402,126,126,125.0,100.0,99.21
805,47113001501,137,137,136.0,100.0,99.27
806,47113001502,259,259,211.0,100.0,81.47
807,47113001603,37,37,37.0,100.0,100.0
808,47113001604,78,78,78.0,100.0,100.0
809,47113001605,106,106,106.0,100.0,100.0
810,47113001606,143,143,142.0,100.0,99.3
811,47113001607,90,90,90.0,100.0,100.0
812,47113001608,56,56,52.0,100.0,92.86
813,47113001609,112,112,99.0,100.0,88.39
814,47113001610,116,116,115.0,100.0,99.14
815,47113001700,91,91,21.0,100.0,23.08
816,47113001800,141,141,67.0,100.0,47.52
817,47113001900,154,154,121.0,100.0,78.57
818,47115050101,182,182,172.0,100.0,94.51
819,47115050102,273,273,248.0,100.0,90.84
820,47115050201,264,264,261.0,100.0,98.86
821,47115050202,342,342,334.0,100.0,97.66
822,47115050301,380,379,377.0,99.74,99.21
823,47115050302,222,221,129.0,99.55,58.11
824,47117955000,288,288,213.0,100.0,73.96
825,47117955100,256,256,222.0,100.0,86.72
826,47117955200,343,343,289.0,100.0,84.26
827,47117955300,114,114,114.0,100.0,100.0
828,47117955400,142,142,142.0,100.0,100.0
829,47117955500,366,365,226.0,99.73,61.75
830,47119010100,187,187,99.0,100.0,52.94
831,47119010201,385,385,373.0,100.0,96.88
832,47119010202,243,243,232.0,100.0,95.47
833,47119010301,191,191,186.0,100.0,97.38
834,47119010302,124,124,108.0,100.0,87.1
835,47119010400,307,307,301.0,100.0,98.05
836,47119010500,225,225,224.0,100.0,99.56
837,47119010600,192,192,192.0,100.0,100.0
838,47119010700,139,139,139.0,100.0,100.0
839,47119010801,92,92,92.0,100.0,100.0
840,47119010802,330,330,329.0,100.0,99.7
841,47119010900,152,152,138.0,100.0,90.79
842,47119011001,261,261,260.0,100.0,99.62
843,47119011002,351,351,345.0,100.0,98.29
844,47119011101,195,195,191.0,100.0,97.95
845,47119011102,114,114,113.0,100.0,99.12
846,47119011200,306,305,269.0,99.67,87.91
847,47121960100,296,296,113.0,100.0,38.18
848,47121960200,383,383,218.0,100.0,56.92
849,47121960300,149,149,109.0,100.0,73.15
850,47123925000,443,443,407.0,100.0,91.87
851,47123925100,333,333,300.0,100.0,90.09
852,47123925200,346,346,307.0,100.0,88.73
853,47123925300,313,313,252.0,100.0,80.51
854,47123925400,392,392,372.0,100.0,94.9
855,47123925501,135,130,90.0,96.3,66.67
856,47123925502,324,321,187.0,99.07,57.72
857,47125100100,78,78,78.0,100.0,100.0
858,47125100200,67,67,67.0,100.0,100.0
859,47125100300,77,77,77.0,100.0,100.0
860,47125100400,45,45,45.0,100.0,100.0
861,47125100500,67,67,67.0,100.0,100.0
862,47125100601,46,46,46.0,100.0,100.0
863,47125100602,52,52,52.0,100.0,100.0
864,47125100700,32,32,32.0,100.0,100.0
865,47125100800,137,137,137.0,100.0,100.0
866,47125100900,63,63,63.0,100.0,100.0
867,47125101001,92,92,92.0,100.0,100.0
868,47125101002,52,52,52.0,100.0,100.0
869,47125101101,25,25,25.0,100.0,100.0
870,47125101102,89,89,89.0,100.0,100.0
871,47125101103,32,32,32.0,100.0,100.0
872,47125101201,20,20,20.0,100.0,100.0
873,47125101202,47,47,47.0,100.0,100.0
874,47125101303,73,73,73.0,100.0,100.0
875,47125101304,96,96,96.0,100.0,100.0
876,47125101305,20,20,20.0,100.0,100.0
877,47125101306,50,50,50.0,100.0,100.0
878,47125101307,32,32,32.0,100.0,100.0
879,47125101400,34,23,23.0,67.65,67.65
880,47125101500,108,108,87.0,100.0,80.56
881,47125101600,84,84,84.0,100.0,100.0
882,47125101700,243,243,135.0,100.0,55.56
883,47125101802,185,185,182.0,100.0,98.38
884,47125101803,98,98,98.0,100.0,100.0
885,47125101804,95,95,93.0,100.0,97.89
886,47125101902,31,31,31.0,100.0,100.0
887,47125101903,104,104,104.0,100.0,100.0
888,47125101904,73,73,64.0,100.0,87.67
889,47125102001,70,70,70.0,100.0,100.0
890,47125102002,47,47,46.0,100.0,97.87
891,47125102003,35,35,35.0,100.0,100.0
892,47125102004,38,38,38.0,100.0,100.0
893,47125102005,62,62,62.0,100.0,100.0
894,47125102006,68,68,68.0,100.0,100.0
895,47125980100,41,40,40.0,97.56,97.56
896,47127930100,220,220,219.0,100.0,99.55
897,47127930200,233,233,228.0,100.0,97.85
898,47129110100,305,305,305.0,100.0,100.0
899,47129110200,179,179,179.0,100.0,100.0
900,47129110300,163,163,163.0,100.0,100.0
901,47129110400,233,233,233.0,100.0,100.0
902,47129110500,320,320,320.0,100.0,100.0
903,47131965000,226,226,148.0,100.0,65.49
904,47131965100,159,159,86.0,100.0,54.09
905,47131965200,79,79,22.0,100.0,27.85
906,47131965300,278,278,95.0,100.0,34.17
907,47131965400,431,431,247.0,100.0,57.31
908,47131965500,272,272,231.0,100.0,84.93
909,47131965600,206,206,194.0,100.0,94.17
910,47131965700,157,157,151.0,100.0,96.18
911,47131965800,218,218,52.0,100.0,23.85
912,47131965900,189,189,132.0,100.0,69.84
913,47133950100,125,125,72.0,100.0,57.6
914,47133950200,108,108,61.0,100.0,56.48
915,47133950301,197,192,177.0,97.46,89.85
916,47133950302,153,153,127.0,100.0,83.01
917,47133950400,97,97,69.0,100.0,71.13
918,47133950500,196,195,174.0,99.49,88.78
919,47133950600,111,111,54.0,100.0,48.65
920,47135930100,240,236,132.0,98.33,55.0
921,47135930200,423,412,244.0,97.4,57.68
922,47137925100,358,356,209.0,99.44,58.38
923,47139950100,66,66,51.0,100.0,77.27
924,47139950201,145,145,71.0,100.0,48.97
925,47139950202,322,320,234.0,99.38,72.67
926,47139950300,151,146,133.0,96.69,88.08
927,47139950400,191,191,126.0,100.0,65.97
928,47141000100,437,437,315.0,100.0,72.08
929,47141000200,366,366,324.0,100.0,88.52
930,47141000301,116,116,113.0,100.0,97.41
931,47141000302,125,125,125.0,100.0,100.0
932,47141000303,75,75,75.0,100.0,100.0
933,47141000400,135,135,134.0,100.0,99.26
934,47141000500,104,104,104.0,100.0,100.0
935,47141000600,232,232,232.0,100.0,100.0
936,47141000700,216,216,216.0,100.0,100.0
937,47141000800,235,235,234.0,100.0,99.57
938,47141000900,249,249,242.0,100.0,97.19
939,47141001000,259,258,152.0,99.61,58.69
940,47141001100,377,376,352.0,99.73,93.37
941,47141001200,304,304,293.0,100.0,96.38
942,47141001300,98,98,64.0,100.0,65.31
943,47143975000,372,372,213.0,100.0,57.26
944,47143975100,389,389,164.0,100.0,42.16
945,47143975200,234,234,197.0,100.0,84.19
946,47143975300,240,240,203.0,100.0,84.58
947,47143975401,326,326,326.0,100.0,100.0
948,47143975402,109,109,109.0,100.0,100.0
949,47145030100,59,59,47.0,100.0,79.66
950,47145030201,396,396,174.0,100.0,43.94
951,47145030202,305,303,209.0,99.34,68.52
952,47145030300,376,376,206.0,100.0,54.79
953,47145030400,374,374,233.0,100.0,62.3
954,47145030500,311,311,160.0,100.0,51.45
955,47145030600,163,163,114.0,100.0,69.94
956,47145030700,312,312,165.0,100.0,52.88
957,47145030800,338,337,253.0,99.7,74.85
958,47145030900,293,293,192.0,100.0,65.53
959,47145980100,342,342,2.0,100.0,0.58
960,47147080101,152,150,83.0,98.68,54.61
961,47147080103,103,103,100.0,100.0,97.09
962,47147080104,125,124,100.0,99.2,80.0
963,47147080200,185,171,52.0,92.43,28.11
964,47147080301,51,51,47.0,100.0,92.16
965,47147080302,121,120,102.0,99.17,84.3
966,47147080401,97,96,87.0,98.97,89.69
967,47147080402,79,76,72.0,96.2,91.14
968,47147080500,110,108,75.0,98.18,68.18
969,47147080603,85,85,79.0,100.0,92.94
970,47147080604,51,51,46.0,100.0,90.2
971,47147080605,43,43,40.0,100.0,93.02
972,47147080606,83,82,82.0,98.8,98.8
973,47147080700,162,162,142.0,100.0,87.65
974,47149040101,32,32,32.0,100.0,100.0
975,47149040102,16,16,16.0,100.0,100.0
976,47149040103,72,72,72.0,100.0,100.0
977,47149040104,49,49,49.0,100.0,100.0
978,47149040105,36,36,36.0,100.0,100.0
979,47149040200,61,60,60.0,98.36,98.36
980,47149040302,167,164,163.0,98.2,97.6
981,47149040303,27,27,27.0,100.0,100.0
982,47149040304,41,41,41.0,100.0,100.0
983,47149040305,29,29,29.0,100.0,100.0
984,47149040306,72,72,72.0,100.0,100.0
985,47149040307,41,41,41.0,100.0,100.0
986,47149040308,66,66,66.0,100.0,100.0
987,47149040403,102,102,101.0,100.0,99.02
988,47149040501,99,97,91.0,97.98,91.92
989,47149040502,109,109,109.0,100.0,100.0
990,47149040600,117,117,101.0,100.0,86.32
991,47149040701,164,163,156.0,99.39,95.12
992,47149040702,151,151,125.0,100.0,82.78
993,47149040805,114,114,114.0,100.0,100.0
994,47149040806,90,90,89.0,100.0,98.89
995,47149040807,51,51,50.0,100.0,98.04
996,47149040808,85,85,83.0,100.0,97.65
997,47149040809,50,50,49.0,100.0,98.0
998,47149040810,101,101,76.0,100.0,75.25
999,47149040901,97,88,71.0,90.72,73.2
1000,47149040902,153,151,148.0,98.69,96.73
1001,47149040903,86,86,86.0,100.0,100.0
1002,47149040904,50,49,49.0,98.0,98.0
1003,47149040905,144,143,143.0,99.31,99.31
1004,47149041000,103,103,101.0,100.0,98.06
1005,47149041101,139,138,138.0,99.28,99.28
1006,47149041102,30,30,30.0,100.0,100.0
1007,47149041201,95,95,95.0,100.0,100.0
1008,47149041202,52,52,52.0,100.0,100.0
1009,47149041301,73,73,73.0,100.0,100.0
1010,47149041302,85,85,85.0,100.0,100.0
1011,47149041401,25,25,24.0,100.0,96.0
1012,47149041402,26,26,26.0,100.0,100.0
1013,47149041403,54,54,53.0,100.0,98.15
1014,47149041500,9,9,8.0,100.0,88.89
1015,47149041600,126,125,114.0,99.21,90.48
1016,47149041700,92,92,91.0,100.0,98.91
1017,47149041800,129,123,103.0,95.35,79.84
1018,47149041900,51,51,50.0,100.0,98.04
1019,47149042000,66,66,66.0,100.0,100.0
1020,47149042100,111,110,110.0,99.1,99.1
1021,47149042200,134,130,110.0,97.01,82.09
1022,47149042300,119,117,115.0,98.32,96.64
1023,47151975000,340,340,340.0,100.0,100.0
1024,47151975100,381,381,381.0,100.0,100.0
1025,47151975200,274,274,274.0,100.0,100.0
1026,47151975300,239,239,239.0,100.0,100.0
1027,47151975400,261,261,259.0,100.0,99.23
1028,47153060101,345,345,221.0,100.0,64.06
1029,47153060102,173,173,40.0,100.0,23.12
1030,47153060200,251,251,155.0,100.0,61.75
1031,47155080101,99,99,87.0,100.0,87.88
1032,47155080102,167,162,135.0,97.01,80.84
1033,47155080201,140,140,133.0,100.0,95.0
1034,47155080202,122,122,116.0,100.0,95.08
1035,47155080300,97,97,97.0,100.0,100.0
1036,47155080400,303,302,284.0,99.67,93.73
1037,47155080500,222,222,218.0,100.0,98.2
1038,47155080601,172,172,160.0,100.0,93.02
1039,47155080602,320,320,315.0,100.0,98.44
1040,47155080700,433,433,248.0,100.0,57.27
1041,47155080801,111,111,104.0,100.0,93.69
1042,47155080802,212,212,211.0,100.0,99.53
1043,47155080901,210,208,170.0,99.05,80.95
1044,47155080902,302,298,242.0,98.68,80.13
1045,47155081000,456,455,442.0,99.78,96.93
1046,47155081101,198,198,198.0,100.0,100.0
1047,47155081102,277,277,273.0,100.0,98.56
1048,47155980100,40,40,14.0,100.0,35.0
1049,47157000100,134,132,119.0,98.51,88.81
1050,47157000200,28,27,27.0,96.43,96.43
1051,47157000300,37,37,29.0,100.0,78.38
1052,47157000400,55,53,49.0,96.36,89.09
1053,47157000600,61,61,56.0,100.0,91.8
1054,47157000700,65,65,65.0,100.0,100.0
1055,47157000800,50,50,50.0,100.0,100.0
1056,47157000900,58,56,55.0,96.55,94.83
1057,47157001100,46,46,44.0,100.0,95.65
1058,47157001200,50,50,50.0,100.0,100.0
1059,47157001300,54,54,54.0,100.0,100.0
1060,47157001400,37,37,35.0,100.0,94.59
1061,47157001500,49,49,39.0,100.0,79.59
1062,47157001600,45,44,41.0,97.78,91.11
1063,47157001700,70,70,70.0,100.0,100.0
1064,47157001900,33,33,32.0,100.0,96.97
1065,47157002000,42,42,42.0,100.0,100.0
1066,47157002100,80,80,70.0,100.0,87.5
1067,47157002400,43,43,41.0,100.0,95.35
1068,47157002500,75,75,69.0,100.0,92.0
1069,47157002600,40,40,39.0,100.0,97.5
1070,47157002700,51,51,43.0,100.0,84.31
1071,47157002800,62,62,53.0,100.0,85.48
1072,47157002900,82,82,79.0,100.0,96.34
1073,47157003000,42,42,36.0,100.0,85.71
1074,47157003100,74,73,68.0,98.65,91.89
1075,47157003200,48,48,48.0,100.0,100.0
1076,47157003300,33,33,32.0,100.0,96.97
1077,47157003400,30,30,30.0,100.0,100.0
1078,47157003500,38,38,38.0,100.0,100.0
1079,47157003600,58,58,41.0,100.0,70.69
1080,47157003700,33,33,17.0,100.0,51.52
1081,47157003800,21,20,4.0,95.24,19.05
1082,47157003900,21,20,15.0,95.24,71.43
1083,47157004200,123,122,75.0,99.19,60.98
1084,47157004300,51,51,39.0,100.0,76.47
1085,47157004500,24,24,22.0,100.0,91.67
1086,47157004600,46,46,36.0,100.0,78.26
1087,47157005000,29,29,27.0,100.0,93.1
1088,47157005300,108,107,100.0,99.07,92.59
1089,47157005500,70,67,64.0,95.71,91.43
1090,47157005600,91,91,66.0,100.0,72.53
1091,47157005700,88,88,87.0,100.0,98.86
1092,47157005800,35,35,32.0,100.0,91.43
1093,47157005900,72,72,71.0,100.0,98.61
1094,47157006000,40,40,38.0,100.0,95.0
1095,47157006200,50,50,43.0,100.0,86.0
1096,47157006300,47,47,46.0,100.0,97.87
1097,47157006400,31,31,31.0,100.0,100.0
1098,47157006500,46,46,38.0,100.0,82.61
1099,47157006600,64,60,58.0,93.75,90.62
1100,47157006700,88,88,84.0,100.0,95.45
1101,47157006800,43,43,38.0,100.0,88.37
1102,47157006900,48,48,46.0,100.0,95.83
1103,47157007000,40,40,40.0,100.0,100.0
1104,47157007100,44,44,44.0,100.0,100.0
1105,47157007200,32,32,32.0,100.0,100.0
1106,47157007300,33,33,31.0,100.0,93.94
1107,47157007400,49,49,46.0,100.0,93.88
1108,47157007500,26,26,24.0,100.0,92.31
1109,47157007810,84,69,52.0,82.14,61.9
1110,47157007821,69,69,68.0,100.0,98.55
1111,47157007822,31,31,31.0,100.0,100.0
1112,47157007900,61,61,60.0,100.0,98.36
1113,47157008000,67,67,67.0,100.0,100.0
1114,47157008110,40,40,40.0,100.0,100.0
1115,47157008120,69,69,66.0,100.0,95.65
1116,47157008200,46,46,44.0,100.0,95.65
1117,47157008500,56,55,49.0,98.21,87.5
1118,47157008600,89,89,87.0,100.0,97.75
1119,47157008700,67,67,67.0,100.0,100.0
1120,47157008800,96,95,94.0,98.96,97.92
1121,47157008900,62,61,57.0,98.39,91.94
1122,47157009100,37,37,37.0,100.0,100.0
1123,47157009200,122,122,114.0,100.0,93.44
1124,47157009300,74,74,73.0,100.0,98.65
1125,47157009400,63,63,63.0,100.0,100.0
1126,47157009500,115,115,115.0,100.0,100.0
1127,47157009600,87,87,77.0,100.0,88.51
1128,47157009700,38,37,37.0,97.37,97.37
1129,47157009800,48,48,46.0,100.0,95.83
1130,47157009901,70,68,66.0,97.14,94.29
1131,47157009902,50,46,41.0,92.0,82.0
1132,47157010000,79,79,78.0,100.0,98.73
1133,47157010110,73,73,73.0,100.0,100.0
1134,47157010120,75,75,70.0,100.0,93.33
1135,47157010210,62,62,62.0,100.0,100.0
1136,47157010220,85,85,83.0,100.0,97.65
1137,47157010300,13,13,12.0,100.0,92.31
1138,47157010500,34,30,20.0,88.24,58.82
1139,47157010610,74,69,64.0,93.24,86.49
1140,47157010620,37,37,35.0,100.0,94.59
1141,47157010630,36,36,34.0,100.0,94.44
1142,47157010710,61,60,56.0,98.36,91.8
1143,47157010720,32,31,31.0,96.88,96.88
1144,47157010810,54,54,54.0,100.0,100.0
1145,47157010820,46,46,46.0,100.0,100.0
1146,47157011010,45,45,45.0,100.0,100.0
1147,47157011020,30,27,27.0,90.0,90.0
1148,47157011100,59,58,43.0,98.31,72.88
1149,47157011200,43,43,42.0,100.0,97.67
1150,47157011300,79,79,52.0,100.0,65.82
1151,47157011400,130,129,89.0,99.23,68.46
1152,47157011500,73,73,65.0,100.0,89.04
1153,47157011600,74,74,69.0,100.0,93.24
1154,47157011700,118,116,67.0,98.31,56.78
1155,47157011800,70,70,70.0,100.0,100.0
1156,47157020101,40,40,36.0,100.0,90.0
1157,47157020102,40,40,40.0,100.0,100.0
1158,47157020210,86,86,86.0,100.0,100.0
1159,47157020221,48,48,47.0,100.0,97.92
1160,47157020222,28,28,28.0,100.0,100.0
1161,47157020300,96,95,95.0,98.96,98.96
1162,47157020400,32,28,27.0,87.5,84.38
1163,47157020511,34,33,32.0,97.06,94.12
1164,47157020512,63,63,62.0,100.0,98.41
1165,47157020521,30,30,30.0,100.0,100.0
1166,47157020523,33,33,33.0,100.0,100.0
1167,47157020524,45,45,45.0,100.0,100.0
1168,47157020531,61,61,56.0,100.0,91.8
1169,47157020532,81,81,75.0,100.0,92.59
1170,47157020541,72,71,66.0,98.61,91.67
1171,47157020542,52,48,43.0,92.31,82.69
1172,47157020610,58,57,44.0,98.28,75.86
1173,47157020621,81,80,76.0,98.77,93.83
1174,47157020622,63,62,56.0,98.41,88.89
1175,47157020632,87,78,78.0,89.66,89.66
1176,47157020633,39,39,38.0,100.0,97.44
1177,47157020634,29,28,28.0,96.55,96.55
1178,47157020635,34,34,34.0,100.0,100.0
1179,47157020642,107,107,106.0,100.0,99.07
1180,47157020643,69,69,69.0,100.0,100.0
1181,47157020644,102,102,102.0,100.0,100.0
1182,47157020651,95,95,95.0,100.0,100.0
1183,47157020652,63,63,62.0,100.0,98.41
1184,47157020700,37,37,36.0,100.0,97.3
1185,47157020810,52,52,44.0,100.0,84.62
