,TractCode,Less_HS_Proportion_2015,HS_Proportion_2015,Some_College_Proportion_2015,Bachelors_Proportion_2015,Less_HS_Proportion_2017,HS_Proportion_2017,Some_College_Proportion_2017,Bachelors_Proportion_2017,Less_HS_Proportion_2019,HS_Proportion_2019,Some_College_Proportion_2019,Bachelors_Proportion_2019
1426,47025970400,41.96,47.14,8.39,2.5,36.91,50.36,9.82,2.91,35.86,47.5,13.31,3.33
1427,47113000300,14.79,27.7,29.21,28.3,14.25,25.68,29.56,30.51,15.42,23.65,33.21,27.72
1428,47025970300,16.1,38.66,24.13,21.11,16.77,41.2,23.16,18.86,13.12,35.2,25.23,26.45
1429,47025970500,21.48,45.12,19.98,13.42,18.9,42.61,22.69,15.79,19.61,38.4,25.0,16.99
1430,47025970700,28.58,38.02,22.27,11.13,30.77,30.82,29.85,8.56,21.89,37.07,29.17,11.87
1431,47025970200,15.01,36.49,24.76,23.75,16.42,37.01,23.4,23.17,17.34,31.07,25.28,26.3
1432,47025970900,20.72,48.8,19.8,10.68,21.49,41.46,27.5,9.55,21.98,35.71,29.16,13.15
1433,47025970600,18.13,45.65,23.59,12.63,18.84,44.02,26.45,10.69,18.24,37.91,28.93,14.91
1434,47025970100,23.92,38.42,21.29,16.36,15.85,43.06,26.06,15.04,18.86,39.94,22.62,18.57
1435,47025970800,22.33,44.05,21.6,12.02,20.67,47.7,20.97,10.66,23.28,47.24,21.48,8.0
1436,47113001800,18.54,35.78,31.98,13.7,15.75,42.92,29.32,12.01,13.25,43.17,28.85,14.73
1437,47113001604,7.6,28.64,25.84,37.92,8.19,30.65,26.11,35.05,7.99,29.68,20.02,42.31
1438,47113001401,16.93,37.02,32.73,13.32,23.66,38.78,28.17,9.39,20.69,47.88,24.31,7.12
1439,47113001606,4.42,26.67,28.07,40.84,2.3,23.71,33.18,40.81,2.35,27.62,34.53,35.5
1440,47167040303,9.02,44.36,30.11,16.5,9.74,45.17,29.02,16.06,9.68,36.44,37.74,16.14
1441,47157009902,32.28,35.65,21.88,10.2,30.83,31.25,22.89,15.03,26.21,33.22,27.26,13.32
1442,47157020633,9.78,26.9,35.51,27.81,6.61,25.16,39.04,29.19,4.38,21.53,39.52,34.58
1443,47157020634,8.01,28.21,34.99,28.79,8.42,36.9,28.35,26.32,5.11,35.11,26.49,33.29
1444,47157021125,4.04,24.32,28.3,43.35,4.31,25.31,25.5,44.89,2.2,24.21,26.26,47.33
1445,47157021124,9.09,26.38,35.72,28.81,6.63,36.55,31.09,25.72,7.63,30.1,33.35,28.92
1446,47157021726,17.64,28.18,34.62,19.56,14.91,24.94,41.8,18.36,12.32,27.34,43.68,16.66
1447,47157021725,14.24,26.42,44.08,15.25,8.25,25.99,47.09,18.68,9.03,30.68,41.22,19.06
1448,47157021746,9.98,34.21,37.33,18.49,9.13,33.96,40.22,16.69,10.99,31.54,43.19,14.28
1449,47157021747,11.82,28.08,42.42,17.67,13.42,37.26,34.49,14.83,12.3,50.85,25.84,11.01
1450,47157022220,17.99,31.36,42.0,8.64,19.5,28.42,42.15,9.93,15.96,36.92,38.17,8.94
1451,47157022023,20.85,21.44,38.02,19.68,13.78,22.61,45.59,18.02,12.14,28.5,31.34,28.01
1452,47157022024,11.29,29.01,39.11,20.59,9.49,32.32,40.37,17.81,6.53,39.18,37.6,16.7
1453,47157020524,17.04,35.12,39.34,8.5,18.94,37.45,33.79,9.82,18.89,39.69,32.08,9.34
1454,47157020523,21.48,35.2,36.53,6.79,18.64,44.37,30.76,6.24,21.04,45.18,30.5,3.27
1455,47157021126,2.43,20.74,28.01,48.82,6.82,18.1,30.31,44.77,8.62,20.82,28.59,41.97
1456,47157022121,7.19,29.46,36.97,26.39,9.26,29.23,35.15,26.36,9.49,30.11,33.64,26.76
1457,47157021312,3.87,12.18,21.52,62.44,4.69,15.04,25.16,55.12,4.08,19.0,28.3,48.62
1458,47171080200,25.42,42.76,21.64,10.18,21.26,40.32,26.55,11.88,16.84,42.29,30.37,10.49
1459,47171080300,16.28,42.65,26.96,14.11,12.55,45.9,25.73,15.81,13.08,38.17,30.66,18.09
1460,47171080100,24.55,40.5,24.84,10.11,22.36,37.5,28.27,11.87,19.88,39.05,26.88,14.2
1461,47171080400,16.07,38.89,29.3,15.74,12.4,35.47,30.59,21.55,11.25,36.66,34.28,17.81
1462,47097050503,11.85,42.06,30.44,15.65,10.04,42.73,36.24,10.98,12.36,41.78,37.39,8.47
1463,47097050504,23.09,36.45,25.04,15.43,27.1,35.38,26.56,10.97,26.79,29.23,32.2,11.79
1464,47097050505,22.56,50.56,16.62,10.26,16.89,54.08,19.24,9.79,20.09,51.27,21.05,7.59
1465,47167040304,9.34,36.19,40.71,13.76,11.84,35.92,40.96,11.28,15.99,33.66,33.96,16.38
1466,47129110300,23.59,53.22,17.68,5.51,22.9,52.86,17.88,6.36,26.13,49.4,17.46,7.01
1467,47129110100,18.51,48.15,23.73,9.6,17.06,50.05,25.62,7.27,16.22,52.93,23.25,7.6
1468,47129110500,18.54,47.33,29.36,4.77,17.11,50.68,26.39,5.81,19.3,50.36,19.78,10.56
1469,47129110200,19.27,53.36,20.24,7.13,15.79,52.0,20.72,11.48,13.35,49.06,24.05,13.54
1470,47129110400,17.21,53.02,22.61,7.16,16.85,46.43,27.36,9.37,18.12,40.67,31.99,9.22
1471,47103975000,14.66,50.51,21.27,13.56,15.31,43.59,20.97,20.13,17.83,41.59,20.87,19.7
1472,47157005600,20.9,34.54,29.52,15.04,25.84,37.83,26.2,10.14,25.38,38.97,21.85,13.8
1473,47157005800,30.77,41.35,25.16,2.72,27.13,32.93,33.08,6.86,24.39,35.44,30.53,9.65
1474,47157005900,14.14,46.64,30.63,8.59,13.83,47.78,33.06,5.33,13.34,55.58,25.3,5.78
1475,47103975700,16.99,37.66,28.2,17.15,16.7,37.93,22.35,23.02,9.44,39.13,27.24,24.18
1476,47103975200,16.39,47.92,20.89,14.81,13.14,37.84,29.83,19.18,9.11,36.98,27.64,26.28
1477,47103975100,17.0,47.13,21.34,14.54,16.69,46.77,17.17,19.37,17.1,47.11,18.08,17.71
1478,47103975500,19.89,44.15,25.73,10.23,24.48,42.78,21.42,11.31,25.0,43.9,18.47,12.63
1479,47103975400,14.32,41.64,22.49,21.56,11.25,43.84,24.95,19.97,12.59,46.06,24.37,16.98
1480,47103975300,20.89,38.92,22.02,18.18,20.35,35.45,22.77,21.42,22.02,35.21,21.24,21.53
1481,47073050503,12.82,40.89,27.76,18.53,14.44,34.44,32.9,18.22,11.65,32.88,37.61,17.86
1482,47157006000,23.32,37.2,28.04,11.44,16.67,31.85,38.99,12.5,17.72,41.87,31.76,8.65
1483,47157006200,19.83,40.12,32.76,7.29,24.19,39.55,26.88,9.37,15.57,46.46,23.48,14.48
1484,47157022111,21.85,33.47,31.31,13.37,22.98,26.88,33.8,16.33,18.38,33.16,32.32,16.14
1485,47157022022,17.31,47.24,29.31,6.14,13.77,37.83,37.62,10.78,19.33,37.71,34.92,8.04
1486,47165020700,28.73,32.47,27.59,11.21,22.32,31.83,33.24,12.6,19.56,30.83,33.34,16.27
1487,47157006400,14.39,27.16,33.39,25.06,17.37,25.26,31.0,26.37,14.26,19.28,41.79,24.67
1488,47157007400,3.78,11.39,36.76,48.08,3.64,9.16,40.46,46.74,8.42,12.26,33.75,45.57
1489,47157007500,23.94,46.84,16.8,12.43,21.86,46.29,22.81,9.03,22.16,45.88,21.18,10.78
1490,47157022310,25.08,43.98,27.12,3.82,17.01,41.73,27.93,13.33,17.98,38.91,24.93,18.19
1491,47157022321,15.94,36.78,35.29,12.0,13.06,32.7,36.75,17.48,12.65,29.56,40.35,17.44
1492,47157022112,13.92,41.92,30.7,13.46,13.63,46.44,26.12,13.81,15.73,43.07,32.21,8.99
1493,47073050501,17.43,42.43,28.37,11.77,19.13,44.64,27.43,8.81,21.71,42.64,27.56,8.09
1494,47073050601,15.37,44.06,28.72,11.85,14.69,42.18,26.87,16.25,12.13,42.03,29.54,16.29
1495,47073050602,11.27,33.56,28.88,26.28,8.27,35.78,34.89,21.06,6.33,34.12,32.38,27.17
1496,47073050502,21.05,43.34,24.38,11.24,19.17,46.42,23.06,11.35,17.08,43.32,24.63,14.97
