,TractCode,Substantially Served,Substantially Served 25mbps
1243,47157021751,2,2
1244,47157021752,2,2
1245,47157021753,2,2
1246,47157021754,2,2
1247,47157021900,2,2
1248,47157022022,2,2
1249,47157022023,2,2
1250,47157022024,2,2
1251,47157022111,2,2
1252,47157022112,2,2
1253,47157022121,2,2
1254,47157022122,2,2
1255,47157022130,2,2
1256,47157022210,2,2
1257,47157022220,2,2
1258,47157022310,2,2
1259,47157022321,2,2
1260,47157022322,2,2
1261,47157022330,2,2
1262,47157022410,2,2
1263,47157022500,2,2
1264,47157022600,2,2
1265,47157022700,2,2
1266,47157980100,1,0
1267,47157980200,1,0
1268,47157980300,1,0
1269,47157980400,1,1
1270,47159975000,1,1
1271,47159975100,3,2
1272,47159975200,3,2
1273,47159975300,2,1
1274,47159975400,2,2
1275,47161110200,1,1
1276,47161110600,1,0
1277,47161110700,2,1
1278,47161980100,1,1
1279,47161980200,1,1
1280,47163040200,4,3
1281,47163040300,3,2
1282,47163040500,3,2
1283,47163040600,3,2
1284,47163040700,3,2
1285,47163040800,3,2
1286,47163040900,3,3
1287,47163041000,3,2
1288,47163041100,4,3
1289,47163041200,3,2
1290,47163041300,3,3
1291,47163041400,3,2
1292,47163041500,3,2
1293,47163041600,3,2
1294,47163041700,3,2
1295,47163041800,3,2
1296,47163041900,3,2
1297,47163042000,3,2
1298,47163042100,3,2
1299,47163042200,3,2
1300,47163042300,3,3
1301,47163042400,3,2
1302,47163042500,3,2
1303,47163042600,3,2
1304,47163042701,3,3
1305,47163042702,3,2
1306,47163042801,3,2
1307,47163042802,3,2
1308,47163042900,3,3
1309,47163043000,3,2
1310,47163043100,2,2
1311,47163043201,3,2
1312,47163043202,3,2
1313,47163043301,3,2
1314,47163043302,3,2
1315,47163043401,3,2
1316,47163043402,3,3
1317,47163043500,3,2
1318,47163043600,3,3
1319,47165020101,1,1
1320,47165020102,1,1
1321,47165020203,2,2
1322,47165020204,2,2
1323,47165020205,2,2
1324,47165020206,2,2
1325,47165020207,2,2
1326,47165020208,2,2
1327,47165020209,3,3
1328,47165020300,2,2
1329,47165020403,2,2
1330,47165020404,2,2
1331,47165020405,2,2
1332,47165020406,2,2
1333,47165020407,2,2
1334,47165020501,2,2
1335,47165020502,2,2
1336,47165020503,2,2
1337,47165020601,3,3
1338,47165020602,3,2
1339,47165020603,3,3
1340,47165020700,2,2
1341,47165020800,2,2
1342,47165020901,2,2
1343,47165020902,2,2
1344,47165020903,2,2
1345,47165021002,2,2
1346,47165021004,2,2
1347,47165021005,2,2
1348,47165021006,2,2
1349,47165021007,2,2
1350,47165021008,2,2
1351,47165021009,2,2
1352,47165021103,2,2
1353,47165021104,2,2
1354,47165021105,2,2
1355,47165021106,2,2
1356,47165021107,2,2
1357,47165021201,2,2
1358,47165021203,2,2
1359,47165021204,2,2
1360,47165021205,2,2
1361,47167040100,1,1
1362,47167040200,2,2
1363,47167040302,2,2
1364,47167040303,1,1
1365,47167040304,1,1
1366,47167040400,1,1
1367,47167040500,3,3
1368,47167040601,2,2
1369,47167040602,2,1
1370,47167040700,2,2
1371,47167040800,3,3
1372,47167040900,1,0
1373,47167041000,3,2
1374,47169090100,3,1
1375,47169090200,3,1
1376,47171080100,3,2
1377,47171080200,3,2
1378,47171080300,3,3
1379,47171080400,3,2
1380,47173040100,2,2
1381,47173040201,2,2
1382,47173040202,3,2
1383,47173040300,2,0
1384,47175925000,2,0
1385,47175925200,2,2
1386,47177930100,2,2
1387,47177930200,2,2
1388,47177930300,2,1
1389,47177930400,4,3
1390,47177930500,3,2
1391,47177930600,3,2
1392,47177930700,4,2
1393,47177930800,2,2
1394,47177930900,1,1
1395,47179060100,3,3
1396,47179060400,2,1
1397,47179060501,2,2
1398,47179060502,2,2
1399,47179060600,3,3
1400,47179060700,2,2
1401,47179060800,3,2
1402,47179060900,2,1
1403,47179061000,2,1
1404,47179061100,2,1
1405,47179061200,2,1
1406,47179061300,2,1
1407,47179061401,2,1
1408,47179061402,2,2
1409,47179061500,2,2
1410,47179061601,2,2
1411,47179061602,2,2
1412,47179061701,2,2
1413,47179061702,2,2
1414,47179061800,2,2
1415,47179061901,2,2
1416,47179061902,2,1
1417,47179062000,3,2
1418,47181950100,1,1
1419,47181950200,1,1
1420,47181950300,1,1
1421,47181950400,1,1
1422,47183968000,2,0
1423,47183968101,2,2
1424,47183968102,2,1
1425,47183968201,3,1
1426,47183968202,2,2
1427,47183968203,3,3
1428,47183968300,3,2
1429,47183968400,1,1
1430,47183968500,2,1
1431,47183968600,2,2
1432,47183968700,1,0
1433,47185935000,2,2
1434,47185935100,2,2
1435,47185935200,1,1
1436,47185935300,4,2
1437,47185935400,2,1
1438,47185935500,2,1
1439,47187050101,2,2
1440,47187050102,2,2
1441,47187050103,2,1
1442,47187050203,2,2
1443,47187050204,3,3
1444,47187050205,2,2
1445,47187050206,2,2
1446,47187050207,3,2
1447,47187050208,2,2
1448,47187050303,2,2
1449,47187050304,2,1
1450,47187050305,2,2
1451,47187050306,2,2
1452,47187050307,2,2
1453,47187050403,2,2
1454,47187050404,2,2
1455,47187050405,2,2
1456,47187050406,2,2
1457,47187050502,2,2
1458,47187050503,2,2
1459,47187050504,2,2
1460,47187050601,2,2
1461,47187050602,2,2
1462,47187050701,2,2
1463,47187050702,2,2
1464,47187050800,2,2
1465,47187050904,2,2
1466,47187050905,2,2
1467,47187050906,2,2
1468,47187050907,2,2
1469,47187050908,2,2
1470,47187050909,2,2
1471,47187051001,2,2
1472,47187051002,2,2
1473,47187051100,2,1
1474,47187051201,2,2
1475,47187051202,3,3
1476,47189030101,2,2
1477,47189030102,2,1
1478,47189030202,2,2
1479,47189030203,2,2
1480,47189030204,2,2
1481,47189030303,2,2
1482,47189030304,2,2
1483,47189030305,2,2
1484,47189030307,2,2
1485,47189030308,2,2
1486,47189030309,2,2
1487,47189030401,2,2
1488,47189030402,2,1
1489,47189030500,2,2
1490,47189030600,2,2
1491,47189030700,2,2
1492,47189030800,2,2
1493,47189030901,2,2
1494,47189030903,3,3
1495,47189030904,2,1
1496,47189031000,2,1
