,TractCode,CountBlocks,Blocks With Choice,Blocks With Choice 3mbps,Blocks With Choice 12mbps,Blocks With Choice 25mbps,Prop With Choice,Prop With Choice 25mbps
413,47055920500,241,185.0,185.0,163.0,163.0,76.76,67.63
414,47055920600,270,168.0,54.0,33.0,4.0,62.22,1.48
415,47055920700,133,35.0,32.0,13.0,12.0,26.32,9.02
416,47055920800,347,255.0,199.0,111.0,98.0,73.49,28.24
417,47057500100,228,215.0,173.0,27.0,23.0,94.3,10.09
418,47057500200,190,174.0,172.0,92.0,84.0,91.58,44.21
419,47057500300,346,309.0,281.0,166.0,127.0,89.31,36.71
420,47057500401,149,95.0,87.0,24.0,14.0,63.76,9.4
421,47057500402,239,150.0,140.0,55.0,0.0,62.76,0.0
422,47059090100,297,215.0,213.0,124.0,61.0,72.39,20.54
423,47059090200,108,80.0,80.0,53.0,41.0,74.07,37.96
424,47059090300,182,149.0,143.0,90.0,63.0,81.87,34.62
425,47059090400,157,141.0,141.0,87.0,66.0,89.81,42.04
426,47059090500,246,201.0,195.0,109.0,69.0,81.71,28.05
427,47059090600,151,94.0,92.0,52.0,35.0,62.25,23.18
428,47059090700,131,109.0,109.0,64.0,28.0,83.21,21.37
429,47059090800,215,132.0,115.0,41.0,26.0,61.4,12.09
430,47059090900,198,148.0,132.0,65.0,44.0,74.75,22.22
431,47059091000,285,182.0,171.0,73.0,41.0,63.86,14.39
432,47059091100,161,96.0,92.0,48.0,40.0,59.63,24.84
433,47059091200,216,137.0,126.0,12.0,3.0,63.43,1.39
434,47059091300,232,159.0,149.0,22.0,17.0,68.53,7.33
435,47059091400,209,117.0,99.0,45.0,18.0,55.98,8.61
436,47059091500,160,59.0,33.0,11.0,8.0,36.88,5.0
437,47061955000,210,130.0,130.0,102.0,79.0,61.9,37.62
438,47061955100,184,122.0,122.0,74.0,29.0,66.3,15.76
439,47061955200,238,165.0,165.0,102.0,39.0,69.33,16.39
440,47061955300,376,228.0,228.0,159.0,114.0,60.64,30.32
441,47063100100,150,149.0,149.0,149.0,149.0,99.33,99.33
442,47063100200,201,200.0,200.0,200.0,200.0,99.5,99.5
443,47063100300,124,124.0,124.0,124.0,124.0,100.0,100.0
444,47063100400,153,153.0,153.0,153.0,153.0,100.0,100.0
445,47063100500,76,75.0,74.0,73.0,73.0,98.68,96.05
446,47063100600,192,188.0,188.0,188.0,188.0,97.92,97.92
447,47063100700,439,287.0,281.0,246.0,242.0,65.38,55.13
448,47063100800,261,244.0,243.0,241.0,240.0,93.49,91.95
449,47063100900,115,115.0,115.0,115.0,115.0,100.0,100.0
450,47063101000,274,182.0,181.0,138.0,136.0,66.42,49.64
451,47063101100,198,197.0,196.0,190.0,190.0,99.49,95.96
452,47063101200,138,137.0,137.0,137.0,137.0,99.28,99.28
453,47065000400,110,107.0,104.0,99.0,98.0,97.27,89.09
454,47065000600,98,93.0,93.0,93.0,92.0,94.9,93.88
455,47065000700,88,82.0,82.0,82.0,82.0,93.18,93.18
456,47065000800,64,60.0,57.0,54.0,54.0,93.75,84.38
457,47065001100,114,107.0,106.0,100.0,95.0,93.86,83.33
458,47065001200,76,68.0,68.0,67.0,62.0,89.47,81.58
459,47065001300,108,96.0,96.0,94.0,80.0,88.89,74.07
460,47065001400,107,100.0,100.0,94.0,92.0,93.46,85.98
461,47065001600,42,35.0,34.0,24.0,21.0,83.33,50.0
462,47065001800,149,135.0,130.0,128.0,127.0,90.6,85.23
463,47065001900,180,160.0,139.0,127.0,124.0,88.89,68.89
464,47065002000,169,108.0,108.0,97.0,83.0,63.91,49.11
465,47065002300,105,94.0,85.0,77.0,75.0,89.52,71.43
466,47065002400,175,172.0,168.0,166.0,164.0,98.29,93.71
467,47065002500,164,146.0,140.0,134.0,134.0,89.02,81.71
468,47065002600,148,130.0,121.0,117.0,117.0,87.84,79.05
469,47065002800,113,86.0,85.0,84.0,82.0,76.11,72.57
470,47065002900,51,46.0,46.0,45.0,44.0,90.2,86.27
471,47065003000,75,60.0,57.0,48.0,46.0,80.0,61.33
472,47065003100,121,103.0,103.0,100.0,66.0,85.12,54.55
473,47065003200,68,66.0,66.0,66.0,66.0,97.06,97.06
474,47065003300,135,120.0,120.0,120.0,120.0,88.89,88.89
475,47065003400,77,62.0,61.0,59.0,55.0,80.52,71.43
476,47065010101,85,66.0,66.0,63.0,62.0,77.65,72.94
477,47065010103,84,59.0,59.0,57.0,52.0,70.24,61.9
478,47065010104,119,66.0,64.0,58.0,57.0,55.46,47.9
479,47065010201,72,57.0,56.0,55.0,55.0,79.17,76.39
480,47065010202,119,96.0,95.0,86.0,80.0,80.67,67.23
481,47065010303,44,43.0,41.0,41.0,41.0,97.73,93.18
482,47065010304,88,77.0,76.0,76.0,76.0,87.5,86.36
483,47065010305,46,38.0,38.0,37.0,36.0,82.61,78.26
484,47065010306,74,57.0,56.0,55.0,55.0,77.03,74.32
485,47065010307,156,144.0,144.0,140.0,140.0,92.31,89.74
486,47065010411,67,63.0,62.0,61.0,61.0,94.03,91.04
487,47065010412,56,51.0,51.0,51.0,51.0,91.07,91.07
488,47065010413,48,43.0,43.0,43.0,42.0,89.58,87.5
489,47065010431,90,77.0,77.0,77.0,75.0,85.56,83.33
490,47065010432,81,60.0,60.0,59.0,58.0,74.07,71.6
491,47065010433,73,56.0,53.0,49.0,49.0,76.71,67.12
492,47065010434,51,42.0,42.0,42.0,42.0,82.35,82.35
493,47065010435,77,65.0,65.0,65.0,63.0,84.42,81.82
494,47065010501,98,90.0,90.0,88.0,88.0,91.84,89.8
495,47065010502,43,40.0,40.0,40.0,40.0,93.02,93.02
496,47065010600,55,53.0,53.0,52.0,50.0,96.36,90.91
497,47065010700,56,53.0,50.0,50.0,47.0,94.64,83.93
498,47065010800,73,68.0,67.0,66.0,65.0,93.15,89.04
499,47065010901,48,31.0,25.0,23.0,19.0,64.58,39.58
500,47065010902,38,32.0,31.0,28.0,28.0,84.21,73.68
501,47065010903,44,33.0,33.0,32.0,31.0,75.0,70.45
502,47065011001,75,49.0,49.0,33.0,33.0,65.33,44.0
503,47065011002,140,120.0,119.0,119.0,118.0,85.71,84.29
504,47065011100,134,125.0,125.0,123.0,121.0,93.28,90.3
505,47065011201,160,130.0,129.0,101.0,90.0,81.25,56.25
506,47065011203,60,50.0,50.0,45.0,44.0,83.33,73.33
507,47065011204,126,104.0,103.0,77.0,76.0,82.54,60.32
508,47065011311,115,90.0,90.0,85.0,82.0,78.26,71.3
509,47065011314,34,33.0,33.0,33.0,33.0,97.06,97.06
510,47065011321,47,40.0,40.0,40.0,40.0,85.11,85.11
511,47065011323,44,40.0,40.0,40.0,40.0,90.91,90.91
512,47065011324,48,47.0,47.0,47.0,47.0,97.92,97.92
513,47065011325,63,57.0,57.0,57.0,57.0,90.48,90.48
514,47065011326,38,37.0,37.0,37.0,37.0,97.37,97.37
515,47065011402,89,87.0,87.0,86.0,84.0,97.75,94.38
516,47065011411,65,54.0,54.0,54.0,53.0,83.08,81.54
517,47065011413,80,72.0,72.0,69.0,69.0,90.0,86.25
518,47065011442,37,26.0,26.0,26.0,25.0,70.27,67.57
519,47065011443,109,93.0,93.0,93.0,91.0,85.32,83.49
520,47065011444,57,51.0,51.0,49.0,49.0,89.47,85.96
521,47065011445,81,75.0,72.0,60.0,60.0,92.59,74.07
522,47065011446,52,47.0,47.0,44.0,44.0,90.38,84.62
523,47065011447,73,69.0,69.0,63.0,62.0,94.52,84.93
524,47065011600,130,99.0,98.0,98.0,98.0,76.15,75.38
525,47065011700,75,60.0,57.0,57.0,56.0,80.0,74.67
526,47065011800,85,82.0,82.0,82.0,82.0,96.47,96.47
527,47065011900,37,30.0,29.0,29.0,29.0,81.08,78.38
528,47065012000,87,80.0,80.0,78.0,77.0,91.95,88.51
529,47065012100,181,138.0,135.0,134.0,132.0,76.24,72.93
530,47065012200,97,94.0,91.0,91.0,91.0,96.91,93.81
531,47065012300,177,162.0,160.0,154.0,154.0,91.53,87.01
532,47065012400,119,108.0,108.0,103.0,86.0,90.76,72.27
533,47065980100,10,4.0,3.0,2.0,1.0,40.0,10.0
534,47065980200,14,5.0,4.0,4.0,3.0,35.71,21.43
535,47067960500,73,10.0,8.0,4.0,1.0,13.7,1.37
536,47067960600,186,109.0,102.0,67.0,30.0,58.6,16.13
537,47069950100,240,51.0,34.0,0.0,0.0,21.25,0.0
538,47069950200,128,102.0,94.0,55.0,46.0,79.69,35.94
539,47069950300,154,119.0,108.0,64.0,18.0,77.27,11.69
540,47069950400,259,156.0,130.0,85.0,54.0,60.23,20.85
541,47069950500,233,134.0,116.0,41.0,19.0,57.51,8.15
542,47069950600,208,101.0,87.0,40.0,6.0,48.56,2.88
543,47071920100,187,49.0,49.0,5.0,2.0,26.2,1.07
544,47071920200,352,163.0,138.0,9.0,7.0,46.31,1.99
545,47071920300,160,122.0,112.0,76.0,14.0,76.25,8.75
546,47071920400,275,203.0,195.0,97.0,49.0,73.82,17.82
547,47071920500,217,91.0,88.0,4.0,3.0,41.94,1.38
548,47071920600,237,101.0,90.0,29.0,17.0,42.62,7.17
549,47073050100,182,67.0,64.0,0.0,0.0,36.81,0.0
550,47073050200,110,28.0,23.0,1.0,0.0,25.45,0.0
551,47073050301,217,164.0,162.0,120.0,24.0,75.58,11.06
552,47073050302,168,97.0,90.0,34.0,16.0,57.74,9.52
553,47073050400,193,111.0,97.0,7.0,6.0,57.51,3.11
554,47073050501,79,42.0,38.0,23.0,17.0,53.16,21.52
555,47073050502,155,94.0,94.0,28.0,23.0,60.65,14.84
556,47073050503,113,87.0,87.0,57.0,37.0,76.99,32.74
557,47073050601,182,101.0,101.0,68.0,47.0,55.49,25.82
558,47073050602,115,72.0,58.0,45.0,31.0,62.61,26.96
559,47073050700,87,29.0,21.0,0.0,0.0,33.33,0.0
560,47073050800,176,42.0,41.0,3.0,0.0,23.86,0.0
561,47073050900,123,80.0,66.0,32.0,26.0,65.04,21.14
562,47075930100,153,69.0,54.0,0.0,0.0,45.1,0.0
563,47075930200,107,41.0,34.0,1.0,0.0,38.32,0.0
564,47075930301,134,107.0,102.0,70.0,24.0,79.85,17.91
565,47075930302,81,64.0,59.0,46.0,17.0,79.01,20.99
566,47075930400,219,143.0,132.0,94.0,54.0,65.3,24.66
567,47075930500,132,40.0,37.0,15.0,15.0,30.3,11.36
568,47077975000,205,71.0,69.0,41.0,30.0,34.63,14.63
569,47077975100,193,71.0,62.0,1.0,0.0,36.79,0.0
570,47077975200,234,75.0,73.0,1.0,0.0,32.05,0.0
571,47077975300,296,187.0,167.0,46.0,21.0,63.18,7.09
572,47077975400,263,139.0,133.0,90.0,10.0,52.85,3.8
573,47077975500,226,104.0,96.0,27.0,10.0,46.02,4.42
574,47079969000,409,86.0,83.0,48.0,36.0,21.03,8.8
575,47079969100,271,78.0,76.0,8.0,8.0,28.78,2.95
576,47079969200,183,19.0,18.0,7.0,7.0,10.38,3.83
577,47079969300,219,174.0,173.0,125.0,23.0,79.45,10.5
578,47079969400,120,102.0,102.0,93.0,53.0,85.0,44.17
579,47079969500,218,150.0,150.0,117.0,83.0,68.81,38.07
580,47079969600,432,265.0,245.0,122.0,98.0,61.34,22.69
581,47079969700,66,15.0,7.0,0.0,0.0,22.73,0.0
582,47079969800,250,116.0,105.0,61.0,61.0,46.4,24.4
583,47081950100,202,108.0,104.0,79.0,65.0,53.47,32.18
584,47081950200,204,162.0,155.0,113.0,84.0,79.41,41.18
585,47081950301,124,81.0,68.0,50.0,33.0,65.32,26.61
586,47081950302,250,125.0,109.0,36.0,26.0,50.0,10.4
587,47081950400,140,22.0,20.0,0.0,0.0,15.71,0.0
588,47081950500,99,15.0,15.0,6.0,6.0,15.15,6.06
589,47083120100,261,16.0,16.0,1.0,1.0,6.13,0.38
590,47083120200,190,7.0,7.0,0.0,0.0,3.68,0.0
591,47083120300,342,55.0,55.0,49.0,49.0,16.08,14.33
592,47085130100,220,168.0,159.0,42.0,2.0,76.36,0.91
593,47085130200,86,30.0,30.0,10.0,2.0,34.88,2.33
594,47085130300,261,205.0,180.0,97.0,24.0,78.54,9.2
595,47085130400,110,17.0,17.0,3.0,0.0,15.45,0.0
596,47085130500,134,97.0,97.0,68.0,42.0,72.39,31.34
597,47087960100,141,76.0,67.0,62.0,35.0,53.9,24.82
598,47087960200,96,63.0,57.0,55.0,36.0,65.62,37.5
599,47087960300,254,185.0,167.0,146.0,123.0,72.83,48.43
600,47087960400,72,47.0,40.0,37.0,24.0,65.28,33.33
601,47089070100,305,259.0,170.0,90.0,2.0,84.92,0.66
602,47089070200,166,119.0,80.0,56.0,53.0,71.69,31.93
603,47089070300,277,216.0,214.0,209.0,138.0,77.98,49.82
604,47089070400,134,87.0,77.0,64.0,54.0,64.93,40.3
605,47089070500,142,96.0,92.0,73.0,68.0,67.61,47.89
606,47089070600,247,139.0,136.0,110.0,75.0,56.28,30.36
607,47089070700,289,215.0,198.0,141.0,84.0,74.39,29.07
608,47089070800,308,188.0,168.0,134.0,116.0,61.04,37.66
609,47089070900,328,203.0,158.0,63.0,59.0,61.89,17.99
610,47091956000,64,3.0,2.0,0.0,0.0,4.69,0.0
611,47091956100,190,135.0,128.0,26.0,20.0,71.05,10.53
612,47091956200,142,27.0,26.0,13.0,2.0,19.01,1.41
613,47091956300,339,263.0,252.0,156.0,59.0,77.58,17.4
614,47091956400,215,148.0,145.0,60.0,38.0,68.84,17.67
615,47093000100,115,91.0,90.0,50.0,20.0,79.13,17.39
616,47093000800,85,73.0,67.0,54.0,48.0,85.88,56.47
617,47093000901,20,16.0,15.0,2.0,0.0,80.0,0.0
618,47093000902,49,24.0,17.0,2.0,1.0,48.98,2.04
619,47093001400,61,59.0,36.0,15.0,2.0,96.72,3.28
620,47093001500,130,128.0,125.0,124.0,124.0,98.46,95.38
621,47093001600,63,61.0,60.0,57.0,57.0,96.83,90.48
622,47093001700,92,88.0,84.0,72.0,69.0,95.65,75.0
623,47093001800,53,52.0,52.0,51.0,51.0,98.11,96.23
624,47093001900,57,52.0,47.0,39.0,39.0,91.23,68.42
625,47093002000,103,102.0,79.0,72.0,70.0,99.03,67.96
626,47093002100,63,44.0,31.0,29.0,29.0,69.84,46.03
627,47093002200,77,71.0,70.0,69.0,69.0,92.21,89.61
628,47093002300,54,52.0,52.0,50.0,44.0,96.3,81.48
629,47093002400,127,114.0,109.0,87.0,73.0,89.76,57.48
630,47093002600,77,65.0,55.0,38.0,36.0,84.42,46.75
631,47093002700,95,82.0,65.0,63.0,62.0,86.32,65.26
632,47093002800,88,82.0,71.0,50.0,47.0,93.18,53.41
633,47093002900,75,68.0,64.0,63.0,63.0,90.67,84.0
634,47093003000,48,45.0,43.0,43.0,43.0,93.75,89.58
635,47093003100,45,43.0,43.0,42.0,40.0,95.56,88.89
636,47093003200,74,67.0,61.0,21.0,21.0,90.54,28.38
637,47093003300,43,39.0,39.0,13.0,10.0,90.7,23.26
638,47093003400,78,73.0,73.0,73.0,70.0,93.59,89.74
639,47093003500,133,95.0,86.0,80.0,73.0,71.43,54.89
640,47093003700,74,63.0,63.0,58.0,54.0,85.14,72.97
641,47093003801,65,52.0,50.0,46.0,44.0,80.0,67.69
642,47093003802,46,39.0,37.0,33.0,30.0,84.78,65.22
643,47093003901,44,43.0,42.0,41.0,41.0,97.73,93.18
644,47093003902,46,45.0,45.0,45.0,45.0,97.83,97.83
645,47093004000,44,42.0,42.0,42.0,42.0,95.45,95.45
646,47093004100,61,61.0,61.0,58.0,58.0,100.0,95.08
647,47093004200,71,71.0,71.0,70.0,70.0,100.0,98.59
648,47093004300,67,53.0,53.0,51.0,39.0,79.1,58.21
649,47093004401,89,87.0,84.0,78.0,78.0,97.75,87.64
650,47093004403,93,91.0,91.0,88.0,83.0,97.85,89.25
651,47093004404,62,57.0,55.0,40.0,37.0,91.94,59.68
652,47093004500,51,49.0,48.0,48.0,47.0,96.08,92.16
653,47093004606,59,58.0,57.0,57.0,56.0,98.31,94.92
654,47093004607,72,70.0,69.0,68.0,66.0,97.22,91.67
655,47093004608,36,32.0,31.0,31.0,31.0,88.89,86.11
656,47093004609,62,52.0,49.0,47.0,45.0,83.87,72.58
657,47093004610,59,51.0,45.0,41.0,36.0,86.44,61.02
658,47093004611,84,69.0,63.0,55.0,55.0,82.14,65.48
659,47093004612,16,16.0,16.0,16.0,16.0,100.0,100.0
660,47093004613,42,39.0,38.0,34.0,34.0,92.86,80.95
661,47093004614,28,27.0,27.0,25.0,25.0,96.43,89.29
662,47093004615,33,32.0,32.0,32.0,30.0,96.97,90.91
663,47093004700,79,67.0,65.0,65.0,65.0,84.81,82.28
664,47093004800,105,96.0,87.0,80.0,69.0,91.43,65.71
665,47093004900,89,80.0,79.0,78.0,75.0,89.89,84.27
666,47093005000,73,71.0,71.0,70.0,68.0,97.26,93.15
667,47093005100,90,81.0,81.0,81.0,78.0,90.0,86.67
668,47093005201,66,64.0,61.0,55.0,51.0,96.97,77.27
669,47093005202,92,75.0,72.0,66.0,54.0,81.52,58.7
670,47093005301,106,94.0,86.0,79.0,58.0,88.68,54.72
671,47093005302,97,58.0,46.0,34.0,14.0,59.79,14.43
672,47093005401,122,92.0,72.0,60.0,53.0,75.41,43.44
673,47093005402,146,77.0,51.0,46.0,38.0,52.74,26.03
674,47093005501,78,63.0,62.0,60.0,56.0,80.77,71.79
675,47093005502,69,59.0,49.0,48.0,44.0,85.51,63.77
676,47093005602,84,79.0,71.0,70.0,70.0,94.05,83.33
677,47093005603,81,77.0,74.0,73.0,72.0,95.06,88.89
678,47093005604,87,63.0,53.0,50.0,39.0,72.41,44.83
679,47093005701,127,86.0,74.0,70.0,65.0,67.72,51.18
680,47093005704,72,66.0,65.0,63.0,60.0,91.67,83.33
681,47093005706,81,76.0,72.0,70.0,65.0,93.83,80.25
682,47093005707,73,54.0,40.0,39.0,38.0,73.97,52.05
683,47093005708,13,13.0,10.0,10.0,10.0,100.0,76.92
684,47093005709,22,22.0,18.0,18.0,18.0,100.0,81.82
685,47093005710,71,48.0,37.0,35.0,31.0,67.61,43.66
686,47093005711,46,42.0,39.0,39.0,39.0,91.3,84.78
687,47093005712,76,71.0,70.0,70.0,66.0,93.42,86.84
688,47093005803,78,58.0,57.0,56.0,53.0,74.36,67.95
689,47093005807,39,37.0,34.0,31.0,31.0,94.87,79.49
690,47093005808,81,79.0,60.0,60.0,60.0,97.53,74.07
691,47093005809,68,59.0,51.0,51.0,51.0,86.76,75.0
692,47093005810,45,33.0,31.0,31.0,30.0,73.33,66.67
693,47093005811,51,51.0,39.0,39.0,38.0,100.0,74.51
694,47093005812,64,59.0,41.0,39.0,39.0,92.19,60.94
695,47093005813,81,78.0,59.0,59.0,59.0,96.3,72.84
696,47093005903,15,14.0,14.0,14.0,13.0,93.33,86.67
697,47093005904,93,71.0,67.0,67.0,62.0,76.34,66.67
698,47093005905,29,16.0,14.0,14.0,14.0,55.17,48.28
699,47093005906,31,19.0,18.0,18.0,14.0,61.29,45.16
700,47093005907,35,25.0,25.0,25.0,25.0,71.43,71.43
701,47093005908,79,63.0,61.0,59.0,56.0,79.75,70.89
702,47093006001,40,39.0,38.0,38.0,37.0,97.5,92.5
703,47093006002,48,46.0,42.0,42.0,36.0,95.83,75.0
704,47093006003,35,34.0,27.0,26.0,16.0,97.14,45.71
705,47093006102,64,58.0,44.0,41.0,32.0,90.62,50.0
706,47093006103,51,50.0,50.0,50.0,41.0,98.04,80.39
707,47093006104,60,59.0,59.0,57.0,46.0,98.33,76.67
708,47093006202,42,41.0,40.0,40.0,40.0,97.62,95.24
709,47093006203,54,52.0,52.0,49.0,47.0,96.3,87.04
710,47093006205,43,42.0,42.0,41.0,38.0,97.67,88.37
711,47093006206,38,33.0,32.0,31.0,25.0,86.84,65.79
712,47093006207,21,21.0,21.0,21.0,20.0,100.0,95.24
713,47093006208,69,60.0,59.0,50.0,49.0,86.96,71.01
714,47093006301,77,64.0,58.0,47.0,37.0,83.12,48.05
715,47093006302,66,49.0,47.0,36.0,10.0,74.24,15.15
716,47093006401,39,39.0,39.0,38.0,37.0,100.0,94.87
717,47093006402,91,84.0,82.0,73.0,61.0,92.31,67.03
718,47093006403,33,33.0,33.0,32.0,31.0,100.0,93.94
719,47093006501,99,89.0,86.0,77.0,71.0,89.9,71.72
720,47093006502,82,61.0,60.0,46.0,37.0,74.39,45.12
721,47093006600,152,130.0,130.0,84.0,20.0,85.53,13.16
722,47093006700,142,119.0,112.0,22.0,6.0,83.8,4.23
723,47093006800,94,65.0,50.0,21.0,9.0,69.15,9.57
724,47093006900,108,94.0,91.0,57.0,35.0,87.04,32.41
725,47093007000,107,99.0,83.0,26.0,4.0,92.52,3.74
726,47093007100,94,71.0,71.0,69.0,65.0,75.53,69.15
727,47095960100,192,120.0,120.0,87.0,38.0,62.5,19.79
728,47095960200,175,129.0,127.0,113.0,67.0,73.71,38.29
729,47097050100,40,5.0,5.0,2.0,2.0,12.5,5.0
730,47097050200,235,164.0,162.0,108.0,46.0,69.79,19.57
731,47097050300,124,92.0,65.0,15.0,11.0,74.19,8.87
732,47097050400,83,66.0,64.0,45.0,33.0,79.52,39.76
733,47097050503,97,82.0,82.0,80.0,38.0,84.54,39.18
734,47097050504,73,72.0,72.0,72.0,41.0,98.63,56.16
735,47097050505,106,99.0,99.0,99.0,26.0,93.4,24.53
736,47097050506,65,46.0,43.0,39.0,10.0,70.77,15.38
737,47097050600,148,103.0,98.0,87.0,34.0,69.59,22.97
738,47099960100,228,157.0,151.0,99.0,94.0,68.86,41.23
739,47099960200,104,36.0,36.0,0.0,0.0,34.62,0.0
740,47099960300,296,260.0,256.0,88.0,88.0,87.84,29.73
741,47099960401,253,248.0,246.0,241.0,240.0,98.02,94.86
742,47099960402,186,172.0,171.0,166.0,159.0,92.47,85.48
743,47099960501,207,193.0,193.0,177.0,177.0,93.24,85.51
744,47099960502,200,154.0,151.0,134.0,125.0,77.0,62.5
745,47099960600,301,114.0,105.0,1.0,1.0,37.87,0.33
746,47099960700,238,196.0,195.0,99.0,99.0,82.35,41.6
747,47099960800,222,165.0,165.0,70.0,70.0,74.32,31.53
748,47099960900,225,110.0,75.0,0.0,0.0,48.89,0.0
749,47101970100,266,66.0,64.0,36.0,34.0,24.81,12.78
750,47101970200,432,326.0,308.0,291.0,287.0,75.46,66.44
751,47103975000,146,34.0,30.0,14.0,13.0,23.29,8.9
752,47103975100,170,106.0,106.0,48.0,38.0,62.35,22.35
753,47103975200,272,89.0,83.0,24.0,2.0,32.72,0.74
754,47103975300,288,246.0,239.0,237.0,235.0,85.42,81.6
755,47103975400,302,231.0,230.0,225.0,221.0,76.49,73.18
756,47103975500,276,231.0,226.0,188.0,178.0,83.7,64.49
757,47103975601,119,104.0,104.0,94.0,94.0,87.39,78.99
758,47103975602,136,93.0,93.0,83.0,80.0,68.38,58.82
759,47103975700,178,97.0,96.0,60.0,59.0,54.49,33.15
760,47105060100,391,230.0,178.0,146.0,131.0,58.82,33.5
761,47105060201,241,151.0,126.0,109.0,95.0,62.66,39.42
762,47105060202,397,336.0,330.0,311.0,212.0,84.63,53.4
763,47105060301,203,117.0,110.0,84.0,75.0,57.64,36.95
764,47105060302,220,161.0,137.0,121.0,109.0,73.18,49.55
765,47105060400,399,286.0,196.0,145.0,134.0,71.68,33.58
766,47105060501,450,337.0,253.0,238.0,209.0,74.89,46.44
767,47105060502,98,62.0,60.0,38.0,34.0,63.27,34.69
768,47105060600,312,200.0,186.0,152.0,83.0,64.1,26.6
769,47105060700,213,105.0,77.0,56.0,56.0,49.3,26.29
770,47107970101,266,174.0,134.0,81.0,57.0,65.41,21.43
771,47107970102,211,143.0,134.0,75.0,66.0,67.77,31.28
772,47107970200,238,207.0,206.0,171.0,139.0,86.97,58.4
773,47107970300,138,133.0,133.0,113.0,93.0,96.38,67.39
774,47107970401,106,91.0,86.0,72.0,67.0,85.85,63.21
775,47107970402,160,141.0,127.0,121.0,102.0,88.12,63.75
776,47107970500,241,195.0,167.0,122.0,111.0,80.91,46.06
777,47107970600,315,223.0,185.0,121.0,5.0,70.79,1.59
778,47107970700,249,202.0,173.0,115.0,3.0,81.12,1.2
779,47107970800,396,223.0,141.0,41.0,13.0,56.31,3.28
780,47109930100,262,136.0,132.0,74.0,56.0,51.91,21.37
781,47109930200,123,22.0,22.0,0.0,0.0,17.89,0.0
782,47109930300,184,88.0,82.0,57.0,39.0,47.83,21.2
783,47109930400,129,49.0,49.0,2.0,1.0,37.98,0.78
784,47109930500,386,239.0,195.0,117.0,9.0,61.92,2.33
785,47109930600,123,27.0,27.0,5.0,0.0,21.95,0.0
786,47109930700,178,97.0,96.0,29.0,24.0,54.49,13.48
787,47111970100,256,177.0,38.0,37.0,1.0,69.14,0.39
788,47111970200,221,186.0,53.0,53.0,53.0,84.16,23.98
789,47111970300,312,256.0,181.0,181.0,177.0,82.05,56.73
790,47111970400,157,143.0,20.0,18.0,1.0,91.08,0.64
791,47113000100,93,55.0,54.0,49.0,49.0,59.14,52.69
792,47113000200,202,120.0,117.0,98.0,75.0,59.41,37.13
793,47113000300,141,88.0,87.0,79.0,78.0,62.41,55.32
794,47113000400,61,52.0,50.0,45.0,45.0,85.25,73.77
795,47113000500,75,58.0,54.0,50.0,48.0,77.33,64.0
796,47113000600,68,67.0,67.0,64.0,64.0,98.53,94.12
797,47113000700,96,91.0,91.0,88.0,79.0,94.79,82.29
798,47113000800,173,143.0,143.0,141.0,96.0,82.66,55.49
799,47113000900,105,86.0,85.0,82.0,70.0,81.9,66.67
800,47113001000,45,43.0,41.0,37.0,37.0,95.56,82.22
801,47113001100,85,70.0,65.0,53.0,36.0,82.35,42.35
802,47113001300,223,165.0,164.0,141.0,140.0,73.99,62.78
803,47113001401,91,60.0,56.0,49.0,48.0,65.93,52.75
804,47113001402,126,79.0,74.0,59.0,43.0,62.7,34.13
805,47113001501,137,99.0,99.0,85.0,75.0,72.26,54.74
806,47113001502,259,118.0,115.0,58.0,32.0,45.56,12.36
807,47113001603,37,23.0,23.0,22.0,20.0,62.16,54.05
808,47113001604,78,47.0,46.0,42.0,42.0,60.26,53.85
809,47113001605,106,45.0,45.0,33.0,33.0,42.45,31.13
810,47113001606,143,93.0,93.0,83.0,82.0,65.03,57.34
811,47113001607,90,65.0,64.0,58.0,55.0,72.22,61.11
812,47113001608,56,41.0,37.0,29.0,29.0,73.21,51.79
813,47113001609,112,48.0,44.0,19.0,19.0,42.86,16.96
814,47113001610,116,79.0,79.0,73.0,69.0,68.1,59.48
815,47113001700,91,45.0,41.0,6.0,6.0,49.45,6.59
816,47113001800,141,66.0,64.0,15.0,15.0,46.81,10.64
817,47113001900,154,63.0,61.0,9.0,9.0,40.91,5.84
818,47115050101,182,34.0,30.0,21.0,18.0,18.68,9.89
819,47115050102,273,231.0,227.0,208.0,208.0,84.62,76.19
820,47115050201,264,128.0,118.0,59.0,54.0,48.48,20.45
821,47115050202,342,293.0,288.0,275.0,254.0,85.67,74.27
822,47115050301,380,345.0,344.0,339.0,338.0,90.79,88.95
823,47115050302,222,95.0,95.0,48.0,31.0,42.79,13.96
824,47117955000,288,134.0,134.0,120.0,120.0,46.53,41.67
825,47117955100,256,181.0,180.0,113.0,103.0,70.7,40.23
826,47117955200,343,237.0,221.0,173.0,159.0,69.1,46.36
827,47117955300,114,110.0,110.0,109.0,105.0,96.49,92.11
828,47117955400,142,132.0,132.0,126.0,114.0,92.96,80.28
829,47117955500,366,219.0,210.0,114.0,89.0,59.84,24.32
830,47119010100,187,87.0,78.0,38.0,23.0,46.52,12.3
831,47119010201,385,180.0,179.0,172.0,151.0,46.75,39.22
832,47119010202,243,162.0,162.0,149.0,132.0,66.67,54.32
833,47119010301,191,118.0,114.0,96.0,90.0,61.78,47.12
