STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
47,001,020100,3111,+36.001828,-084.268796
47,001,020201,3670,+36.017235,-084.213287
47,001,020202,4507,+36.022426,-084.228827
47,001,020300,3822,+36.041852,-084.226627
47,001,020400,4508,+36.026023,-084.255785
47,001,020500,3864,+36.014143,-084.283036
47,001,020600,2427,+36.001636,-084.308055
47,001,020700,1668,+36.187349,-084.212278
47,001,020800,4875,+36.209390,-084.141887
47,001,020901,5837,+36.202792,-084.030302
47,001,020902,5815,+36.150756,-084.082564
47,001,021000,6108,+36.052115,-084.293492
47,001,021100,3980,+36.076311,-084.182827
47,001,021201,4887,+36.123881,-084.151750
47,001,021202,5372,+36.105701,-084.130448
47,001,021301,3302,+36.069350,-084.144700
47,001,021302,7376,+36.032394,-084.120264
47,001,980100,0,+35.964838,-084.255009
47,003,950100,3672,+35.599797,-086.390339
47,003,950200,6909,+35.612622,-086.564413
47,003,950300,3532,+35.466245,-086.586460
47,003,950401,5423,+35.466856,-086.472269
47,003,950402,6901,+35.508210,-086.481369
47,003,950500,5928,+35.502290,-086.442722
47,003,950600,6979,+35.478053,-086.432026
47,003,950700,2763,+35.523324,-086.332496
47,003,950800,2951,+35.409204,-086.371231
47,005,963000,3409,+36.223945,-088.059584
47,005,963100,3074,+36.092862,-088.069110
47,005,963200,2088,+35.897946,-088.081018
47,005,963300,3692,+36.065880,-088.101875
47,005,963400,4226,+36.023699,-088.123808
47,007,953000,3321,+35.561792,-085.119781
47,007,953100,5195,+35.592467,-085.204392
47,007,953200,4360,+35.673907,-085.243783
47,009,010100,2718,+35.777599,-083.969990
47,009,010200,5721,+35.793661,-083.990742
47,009,010301,5275,+35.854842,-083.972343
47,009,010302,3296,+35.827548,-084.010926
47,009,010400,3217,+35.828471,-083.934257
47,009,010500,2700,+35.753302,-083.982672
47,009,010600,4243,+35.746989,-083.972179
47,009,010700,4680,+35.765084,-083.948832
47,009,010800,3227,+35.780230,-083.956064
47,009,010900,5812,+35.786846,-083.930817
47,009,011001,5524,+35.758297,-083.921937
47,009,011002,3986,+35.749168,-083.881990
47,009,011101,5223,+35.716717,-083.952552
47,009,011102,8743,+35.718804,-083.982860
47,009,011200,7915,+35.744291,-084.014815
47,009,011301,5709,+35.840841,-083.823901
47,009,011302,5290,+35.799602,-083.813270
47,009,011401,1778,+35.704666,-083.761228
47,009,011402,4437,+35.688735,-083.854562
47,009,011501,1738,+35.615664,-084.010020
47,009,011502,4065,+35.633350,-084.106758
47,009,011503,6789,+35.673491,-084.015762
47,009,011602,9061,+35.703453,-084.074454
47,009,011603,4801,+35.744942,-084.104187
47,009,011604,3757,+35.779901,-084.053505
47,009,011605,3278,+35.804962,-084.122372
47,009,980100,2,+35.811185,-084.007060
47,009,980200,25,+35.623583,-083.711687
47,011,010100,4719,+35.197924,-084.866523
47,011,010200,5082,+35.184538,-084.849209
47,011,010300,2570,+35.163603,-084.841156
47,011,010400,2500,+35.162774,-084.862596
47,011,010500,3777,+35.166457,-084.873140
47,011,010600,3196,+35.176394,-084.883317
47,011,010700,4818,+35.144177,-084.882564
47,011,010800,3327,+35.143587,-084.865037
47,011,010900,2880,+35.125539,-084.850770
47,011,011000,6058,+35.118334,-084.879912
47,011,011100,9732,+35.171569,-084.785757
47,011,011201,6054,+35.234965,-084.797205
47,011,011202,8917,+35.235089,-084.846839
47,011,011300,7259,+35.217763,-084.929867
47,011,011401,7617,+35.210409,-084.904095
47,011,011402,2938,+35.174036,-084.896902
47,011,011500,7743,+35.073668,-084.923196
47,011,011601,4986,+35.119033,-084.788408
47,011,011602,4790,+35.050058,-084.816839
47,013,950100,3274,+36.509049,-084.084242
47,013,950200,2580,+36.580542,-084.135270
47,013,950300,1896,+36.515753,-084.227165
47,013,950400,4804,+36.279146,-084.196448
47,013,950500,5213,+36.329484,-084.190809
47,013,950600,4684,+36.368261,-084.132328
47,013,950700,4702,+36.384999,-084.102185
47,013,950800,2374,+36.428115,-083.988654
47,013,950900,2999,+36.397026,-084.028933
47,013,951000,2604,+36.355188,-084.073218
47,013,951100,5586,+36.309926,-084.139911
47,015,960100,3859,+35.881027,-086.061641
47,015,960200,6602,+35.791342,-086.077671
47,015,960300,3340,+35.724819,-086.034024
47,017,962000,4447,+36.044298,-088.275725
47,017,962100,6823,+36.006504,-088.420903
47,017,962201,3183,+36.114878,-088.530949
47,017,962202,4469,+36.133341,-088.496785
47,017,962300,4672,+35.988582,-088.614992
47,017,962400,2599,+35.856943,-088.591098
47,017,962500,2329,+35.887072,-088.356321
47,017,980100,0,+35.873026,-088.683649
47,019,070100,1995,+36.351568,-082.217203
47,019,070200,3890,+36.329789,-082.251619
47,019,070300,5802,+36.339021,-082.222136
47,019,070400,2260,+36.344784,-082.196788
47,019,070500,4108,+36.333507,-082.171527
47,019,070600,2639,+36.304852,-082.210522
47,019,070700,3376,+36.279216,-082.276367
47,019,070800,2867,+36.290105,-082.318072
47,019,070900,3399,+36.304254,-082.294962
47,019,071000,2976,+36.326021,-082.298459
47,019,071100,1709,+36.376602,-082.267368
47,019,071200,3914,+36.370543,-082.225764
47,019,071300,7317,+36.402203,-082.103508
47,019,071400,3501,+36.276085,-082.180663
47,019,071500,2152,+36.216721,-082.193300
47,019,071600,1587,+36.280296,-082.013004
47,019,071700,3932,+36.173960,-082.065635
47,021,070102,4243,+36.240414,-087.069042
47,021,070103,3643,+36.339576,-086.947950
47,021,070104,5307,+36.281487,-086.997865
47,021,070201,4145,+36.388479,-087.042508
47,021,070202,5179,+36.352736,-087.098404
47,021,070203,3543,+36.393550,-087.154481
47,021,070300,3625,+36.280289,-087.055832
47,021,070401,2507,+36.140897,-087.080876
47,021,070402,6913,+36.085691,-087.111485
47,023,970100,5870,+35.466931,-088.531318
47,023,970200,5482,+35.444838,-088.639988
47,023,970300,5779,+35.398757,-088.698670
47,025,970100,2710,+36.569641,-083.571773
47,025,970200,3068,+36.585591,-083.643559
47,025,970300,4340,+36.539254,-083.690323
47,025,970400,936,+36.568382,-083.943818
47,025,970500,2876,+36.478636,-083.825343
47,025,970600,4190,+36.410538,-083.682300
47,025,970700,5744,+36.465336,-083.607537
47,025,970800,3929,+36.495950,-083.544995
47,025,970900,4420,+36.430987,-083.544382
47,027,955000,5051,+36.544928,-085.480234
47,027,955100,2810,+36.570209,-085.706078
47,029,920100,3964,+36.069634,-083.160482
47,029,920200,5988,+35.983737,-083.196962
47,029,920300,4022,+35.999319,-083.070562
47,029,920400,1678,+35.883185,-083.007896
47,029,920501,5971,+35.946154,-083.239744
47,029,920502,5170,+35.896336,-083.185863
47,029,920600,4653,+35.947902,-083.191906
47,029,920700,4212,+35.819303,-083.197875
47,029,980100,4,+35.772045,-083.212347
47,031,970100,3842,+35.544214,-085.986646
47,031,970200,6780,+35.573003,-086.110472
47,031,970300,1828,+35.607665,-086.196463
47,031,970400,6442,+35.478227,-086.124393
47,031,970500,5536,+35.462429,-086.074155
47,031,970600,4005,+35.498943,-086.059361
47,031,970700,4290,+35.393889,-085.976926
47,031,970801,3932,+35.377794,-086.202571
47,031,970802,5982,+35.402519,-086.199366
47,031,970900,4093,+35.362125,-086.194431
47,031,971000,6052,+35.359147,-086.231778
47,031,980100,14,+35.400118,-086.010759
47,033,961000,2268,+35.780102,-088.993038
47,033,961100,4247,+35.790944,-089.121998
47,033,961200,1895,+35.899483,-089.209361
47,033,961300,2355,+35.816637,-089.255795
47,033,961400,3821,+35.722159,-089.075310
47,035,970101,3423,+36.024407,-084.883609
47,035,970102,5392,+35.988832,-084.901753
47,035,970200,6142,+36.051165,-085.020063
47,035,970301,3346,+36.061528,-085.124838
47,035,970302,4414,+35.989306,-085.195764
47,035,970400,6089,+35.967315,-085.041330
47,035,970501,2516,+35.935840,-084.991501
47,035,970502,4024,+35.938235,-085.034094
47,035,970601,4688,+35.935438,-085.067569
47,035,970602,3424,+35.882764,-085.042061
47,035,970603,1998,+35.893012,-084.964817
47,035,970701,1951,+35.870011,-085.073519
47,035,970702,4561,+35.828187,-085.098151
47,035,970800,4085,+35.882763,-084.828981
47,037,010103,2377,+36.348072,-086.864202
47,037,010104,3070,+36.298588,-086.885208
47,037,010105,4268,+36.232865,-086.842654
47,037,010106,2668,+36.242228,-086.801923
47,037,010201,4041,+36.284959,-086.764585
47,037,010202,3530,+36.347608,-086.762183
47,037,010301,3676,+36.317967,-086.725268
47,037,010302,2104,+36.307691,-086.713412
47,037,010303,4539,+36.307370,-086.701717
47,037,010401,4494,+36.289385,-086.694275
47,037,010402,5588,+36.268187,-086.696063
47,037,010501,5029,+36.262292,-086.655452
47,037,010502,4706,+36.232358,-086.634186
47,037,010601,5007,+36.240265,-086.666777
47,037,010602,3442,+36.253665,-086.680387
47,037,010701,4431,+36.256170,-086.704421
47,037,010702,3034,+36.246485,-086.713631
47,037,010801,5363,+36.275852,-086.720622
47,037,010802,3274,+36.251339,-086.729106
47,037,010901,2952,+36.264145,-086.757155
47,037,010903,4810,+36.249087,-086.767699
47,037,010904,2888,+36.235720,-086.773235
47,037,011001,5953,+36.218879,-086.762273
47,037,011002,2643,+36.226782,-086.739445
47,037,011100,3921,+36.223574,-086.721020
47,037,011200,4133,+36.211383,-086.728508
47,037,011300,5317,+36.201310,-086.763021
47,037,011400,4461,+36.198619,-086.733799
47,037,011500,3724,+36.203801,-086.710699
47,037,011600,4751,+36.184750,-086.716853
47,037,011700,6044,+36.189876,-086.744052
47,037,011800,2673,+36.186160,-086.764562
47,037,011900,2429,+36.179517,-086.758670
47,037,012100,2431,+36.180432,-086.738966
47,037,012200,2056,+36.170737,-086.741191
47,037,012600,1999,+36.185806,-086.770880
47,037,012701,5150,+36.220221,-086.801000
47,037,012702,2376,+36.207641,-086.798489
47,037,012801,4835,+36.208622,-086.833618
47,037,012802,4546,+36.187376,-086.845029
47,037,013000,1938,+36.188508,-086.892190
47,037,013100,2190,+36.222996,-086.906078
47,037,013201,2936,+36.150706,-086.883185
47,037,013202,3287,+36.156833,-086.869763
47,037,013300,4004,+36.160316,-086.852466
47,037,013400,3746,+36.144570,-086.839980
47,037,013500,1936,+36.149408,-086.829285
47,037,013601,3616,+36.163431,-086.827390
47,037,013602,2120,+36.167098,-086.827887
47,037,013700,5834,+36.186469,-086.811313
47,037,013800,1623,+36.175941,-086.814562
47,037,013900,1646,+36.176160,-086.805972
47,037,014200,2249,+36.166324,-086.803239
47,037,014300,1816,+36.161475,-086.815797
47,037,014400,1250,+36.160597,-086.799007
47,037,014800,3127,+36.150825,-086.761880
47,037,015100,4026,+36.158839,-086.677636
47,037,015200,2578,+36.173779,-086.690525
47,037,015300,5804,+36.215512,-086.687929
47,037,015401,5642,+36.225445,-086.601354
47,037,015402,4109,+36.199217,-086.632533
47,037,015404,2926,+36.199578,-086.612515
47,037,015405,4401,+36.206239,-086.594624
47,037,015501,3383,+36.170220,-086.643213
47,037,015502,3924,+36.156095,-086.651798
47,037,015609,3411,+36.171406,-086.611324
47,037,015610,7820,+36.160840,-086.589216
47,037,015612,6772,+36.089297,-086.638535
47,037,015613,6223,+36.084298,-086.681783
47,037,015614,4245,+36.084654,-086.657960
47,037,015615,4775,+36.072625,-086.672226
47,037,015617,2368,+36.096555,-086.608331
47,037,015618,5712,+36.080688,-086.618666
47,037,015619,4639,+36.077110,-086.594396
47,037,015620,7033,+36.070456,-086.616859
47,037,015622,3913,+36.185482,-086.585626
47,037,015623,5335,+36.183047,-086.601467
47,037,015624,4509,+36.145738,-086.631091
47,037,015625,4906,+36.130440,-086.634596
47,037,015626,5820,+36.071311,-086.646448
47,037,015627,2683,+36.063615,-086.663525
47,037,015628,3224,+36.054522,-086.651905
47,037,015629,4379,+36.052742,-086.635959
47,037,015630,3189,+36.042457,-086.620399
47,037,015631,8758,+36.050976,-086.582285
47,037,015700,1600,+36.109276,-086.703717
47,037,015802,5882,+36.123924,-086.711858
47,037,015803,2771,+36.135132,-086.715184
47,037,015804,4294,+36.134298,-086.701600
47,037,015900,2864,+36.137633,-086.745934
47,037,016000,874,+36.145354,-086.762595
47,037,016100,2047,+36.134143,-086.767524
47,037,016200,3299,+36.138664,-086.783067
47,037,016300,2189,+36.142183,-086.789770
47,037,016400,4402,+36.139114,-086.796672
47,037,016500,4478,+36.145209,-086.804422
47,037,016600,2436,+36.143976,-086.817880
47,037,016700,5398,+36.132778,-086.827207
47,037,016800,4194,+36.134652,-086.808214
47,037,016900,4514,+36.125048,-086.801780
47,037,017000,3865,+36.129568,-086.787692
47,037,017100,1749,+36.122530,-086.781832
47,037,017200,1335,+36.124610,-086.757287
47,037,017300,3368,+36.119704,-086.740747
47,037,017401,2238,+36.113910,-086.728739
47,037,017402,5907,+36.101247,-086.725999
47,037,017500,2951,+36.103632,-086.742647
47,037,017701,2081,+36.095970,-086.780433
47,037,017702,4382,+36.101458,-086.799903
47,037,017800,5145,+36.112527,-086.794196
47,037,017901,4455,+36.107361,-086.827034
47,037,017902,4326,+36.095819,-086.824286
47,037,018000,4742,+36.122401,-086.830602
47,037,018101,4700,+36.143448,-086.868534
47,037,018102,3529,+36.129533,-086.865783
47,037,018201,2958,+36.116855,-086.892280
47,037,018202,6486,+36.094398,-086.911271
47,037,018203,1434,+36.109945,-086.876169
47,037,018301,7368,+36.116925,-086.949992
47,037,018302,2651,+36.068207,-087.011404
47,037,018401,5992,+36.087231,-086.932364
47,037,018404,4407,+36.075845,-086.902777
47,037,018405,4760,+36.052257,-086.941990
47,037,018407,3813,+36.063345,-086.966479
47,037,018408,3417,+36.047953,-086.965766
47,037,018409,4010,+36.070065,-086.957620
47,037,018410,2770,+36.072049,-086.938576
47,037,018500,5328,+36.098290,-086.862316
47,037,018601,2286,+36.071763,-086.855624
47,037,018602,4158,+36.066269,-086.828114
47,037,018700,3362,+36.068078,-086.791253
47,037,018801,5462,+36.060354,-086.755182
47,037,018803,3149,+36.040624,-086.768913
47,037,018804,4868,+36.031315,-086.754130
47,037,018901,2683,+36.081460,-086.739796
47,037,018902,2454,+36.075962,-086.742083
47,037,018904,3844,+36.067880,-086.727044
47,037,018905,2898,+36.057546,-086.737147
47,037,019003,5032,+36.078307,-086.705488
47,037,019004,4407,+36.071584,-086.716320
47,037,019005,3172,+36.084516,-086.713253
47,037,019006,5473,+36.090473,-086.715707
47,037,019105,5502,+36.050477,-086.722766
47,037,019106,3710,+36.046456,-086.736884
47,037,019108,3248,+36.067660,-086.692646
47,037,019109,4692,+36.059351,-086.689609
47,037,019110,3749,+36.051110,-086.703070
47,037,019111,4163,+36.049218,-086.680881
47,037,019112,3912,+36.036593,-086.695728
47,037,019114,9429,+36.013373,-086.688360
47,037,019115,3654,+36.016913,-086.724800
47,037,019116,6340,+36.033481,-086.724154
47,037,019117,3948,+36.012766,-086.643495
47,037,019118,4780,+36.040283,-086.667321
47,037,019200,3497,+36.170462,-086.751625
47,037,019300,3523,+36.167580,-086.760166
47,037,019400,3639,+36.177432,-086.793327
47,037,019500,5916,+36.159226,-086.781235
47,037,019600,3764,+36.153871,-086.710231
47,037,980100,0,+36.128137,-086.681006
47,037,980200,0,+36.099531,-086.758610
47,039,955001,1904,+35.751586,-088.107879
47,039,955002,5024,+35.641917,-088.117223
47,039,955101,1828,+35.576042,-088.130926
47,039,955102,3001,+35.490367,-088.151344
47,041,920101,2135,+36.001696,-085.744843
47,041,920102,4378,+35.895415,-085.775272
47,041,920200,6763,+35.956785,-085.817233
47,041,920300,5447,+36.020988,-085.952949
47,043,060100,4210,+36.259319,-087.433553
47,043,060200,6625,+36.215944,-087.298029
47,043,060300,6376,+36.121359,-087.220806
47,043,060401,2986,+36.062388,-087.278872
47,043,060402,6002,+36.018303,-087.285234
47,043,060501,5758,+36.084573,-087.357296
47,043,060502,3136,+36.097574,-087.392016
47,043,060601,3647,+36.077360,-087.416040
47,043,060602,6538,+36.039818,-087.374620
47,043,060700,4388,+36.077857,-087.492051
47,045,964000,6978,+36.125966,-089.250141
47,045,964200,5855,+36.047044,-089.396665
47,045,964300,5640,+36.048707,-089.367320
47,045,964400,6420,+36.025822,-089.382627
47,045,964500,2346,+36.033145,-089.276835
47,045,964600,2716,+35.950761,-089.340493
47,045,964800,3415,+36.064551,-089.475322
47,045,964900,4965,+36.099617,-089.399390
47,047,060300,2951,+35.348088,-089.551654
47,047,060401,2897,+35.249923,-089.617117
47,047,060402,3291,+35.247936,-089.541785
47,047,060403,3945,+35.190597,-089.545399
47,047,060404,5200,+35.222598,-089.501158
47,047,060501,4451,+35.234836,-089.393564
47,047,060502,4044,+35.200666,-089.318425
47,047,060600,4072,+35.060035,-089.369048
47,047,060701,2242,+35.111521,-089.546648
47,047,060702,2603,+35.042498,-089.586943
47,047,060800,2717,+35.317466,-089.301513
47,049,965000,3174,+36.482354,-084.940494
47,049,965100,4531,+36.432004,-084.933866
47,049,965200,5502,+36.365781,-084.882803
47,049,965300,4752,+36.223781,-084.998896
47,051,960100,3654,+35.258258,-086.031770
47,051,960201,6046,+35.275737,-086.204231
47,051,960202,5257,+35.292951,-086.144347
47,051,960300,3167,+35.165722,-086.225663
47,051,960400,7240,+35.202619,-086.118046
47,051,960500,3850,+35.180488,-086.098391
47,051,960600,5040,+35.157119,-086.049161
47,051,960700,3758,+35.181006,-085.913736
47,051,960800,3040,+35.060860,-086.259986
47,053,966100,2568,+36.155219,-089.009366
47,053,966200,3712,+36.064936,-088.991224
47,053,966300,2609,+35.998553,-088.894719
47,053,966400,5197,+35.949086,-088.763200
47,053,966500,6051,+35.905112,-088.766285
47,053,966600,1825,+35.882181,-088.845492
47,053,966700,5925,+35.958249,-088.944875
47,053,966800,1273,+35.934744,-089.066870
47,053,966900,2658,+35.830298,-088.926083
47,053,967000,7211,+35.829176,-088.897763
47,053,967100,5850,+35.819278,-088.783937
47,053,967300,1165,+36.104584,-089.110997
47,053,967400,3635,+36.079671,-088.830284
47,053,980100,4,+35.824683,-088.742156
47,055,920100,3362,+35.381706,-087.069238
47,055,920200,4735,+35.237519,-087.085944
47,055,920300,6441,+35.230338,-086.969884
47,055,920400,2831,+35.179143,-087.005634
47,055,920500,4510,+35.177908,-087.085871
47,055,920600,2814,+35.075431,-087.145474
47,055,920700,1794,+35.057446,-087.014513
47,055,920800,2998,+35.040809,-086.877395
47,057,500100,3955,+36.322555,-083.550943
47,057,500200,4692,+36.166973,-083.656480
47,057,500300,6337,+36.250787,-083.500204
47,057,500401,2657,+36.345164,-083.328332
47,057,500402,5016,+36.305775,-083.328647
47,059,090100,6613,+36.179761,-082.844082
47,059,090200,3100,+36.180465,-082.755279
47,059,090300,5593,+36.167056,-082.786361
47,059,090400,5432,+36.156041,-082.812518
47,059,090500,6935,+36.132033,-082.851010
47,059,090600,3919,+36.107985,-082.931213
47,059,090700,2538,+36.192742,-082.951936
47,059,090800,4256,+36.246811,-082.806256
47,059,090900,5215,+36.233618,-082.692386
47,059,091000,7790,+36.104422,-082.733474
47,059,091100,3576,+36.035416,-082.917334
47,059,091200,3529,+36.183849,-083.073425
47,059,091300,4386,+36.226348,-082.976419
47,059,091400,2741,+36.320773,-082.843380
47,059,091500,3208,+36.347715,-082.699967
47,061,955000,2770,+35.450202,-085.747945
47,061,955100,1567,+35.285883,-085.847505
47,061,955200,4075,+35.373982,-085.616427
47,061,955300,5291,+35.277201,-085.747925
47,063,100100,6546,+36.233101,-083.281935
47,063,100200,5439,+36.210564,-083.276376
47,063,100300,3252,+36.202207,-083.295216
47,063,100400,6050,+36.223339,-083.304535
47,063,100500,2966,+36.238283,-083.324655
47,063,100600,7328,+36.257969,-083.240519
47,063,100700,5906,+36.199995,-083.231445
47,063,100800,3233,+36.176986,-083.305618
47,063,100900,4978,+36.202227,-083.354672
47,063,101000,5263,+36.252880,-083.167528
47,063,101100,5229,+36.168904,-083.415827
47,063,101200,6354,+36.197764,-083.390953
47,065,000400,3143,+35.046976,-085.270997
47,065,000600,3003,+35.065714,-085.299308
47,065,000700,3810,+35.076494,-085.293613
47,065,000800,1348,+35.069399,-085.312212
47,065,001100,1774,+35.037772,-085.278575
47,065,001200,3513,+35.041641,-085.260276
47,065,001300,2064,+35.027855,-085.270064
47,065,001400,2066,+35.030551,-085.281183
47,065,001600,2481,+35.044239,-085.318085
47,065,001800,2741,+34.997203,-085.330215
47,065,001900,3959,+35.000253,-085.313994
47,065,002000,1211,+35.031351,-085.308422
47,065,002300,1492,+35.003821,-085.296120
47,065,002400,4256,+34.995187,-085.283835
47,065,002500,4773,+35.009837,-085.280150
47,065,002600,2734,+35.022359,-085.279916
47,065,002800,3832,+35.017652,-085.245887
47,065,002900,2662,+35.025641,-085.243178
47,065,003000,2380,+35.010284,-085.222843
47,065,003100,1708,+35.048302,-085.308315
47,065,003200,3385,+35.046118,-085.241879
47,065,003300,6477,+35.030040,-085.229483
47,065,003400,4343,+35.021110,-085.189989
47,065,010101,5947,+35.178839,-085.084789
47,065,010103,3556,+35.212704,-085.037391
47,065,010104,3952,+35.289199,-085.020593
47,065,010201,3414,+35.310633,-085.123217
47,065,010202,4284,+35.364324,-085.090513
47,065,010303,2942,+35.215386,-085.164256
47,065,010304,5412,+35.213880,-085.131666
47,065,010305,3090,+35.252847,-085.130333
47,065,010306,3817,+35.240298,-085.171697
47,065,010307,5668,+35.255843,-085.188956
47,065,010411,6630,+35.183216,-085.206045
47,065,010412,5126,+35.199058,-085.185625
47,065,010413,3935,+35.166245,-085.169946
47,065,010431,6944,+35.158440,-085.226087
47,065,010432,6323,+35.127867,-085.208425
47,065,010433,5095,+35.128290,-085.254372
47,065,010434,1897,+35.200662,-085.249187
47,065,010435,5817,+35.157549,-085.261844
47,065,010501,6255,+35.118958,-085.269362
47,065,010502,3071,+35.096850,-085.284863
47,065,010600,2834,+35.131481,-085.281783
